Group Name,Year,Month,Date,Weekday,Time,Who,Chat Content,CharCount,Processed Content,Category,Subcategory,Token Count
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,14,Monday,14:40:34,captaincatho,有咩app可以練情境題，要考筆試，Theory 4 in 1 好似要另外收錢,38,captaincatho: 有咩app可以練情境題，要考筆試，Theory 4 in 1 好似要另外收錢,Education and Personal Development,Enrolling in Language and Integration Programs,47
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,12,Saturday,19:48:56,speakandmove,"軍訓究竟有幾辛苦？

隨住越嚟越多BNO手足成功參軍，可能大家都會聽過佢哋話Basic Training 好痛苦。可能有啲人會覺得自己操開體能，又或者俾‘basic’呢個字呃到，就覺得basic training 不外如是。最近我哋其中一位手足就收到佢野外訓練嗰時嘅珍貴片段，可以俾大家感受一吓軍訓實況。

片段所見就係野外訓練其中最痛苦嘅環節之一’Ambush’。當你日頭已經操到死，好難得可以捐入睡袋休息一兩個鐘嘅時候，往往就會遭遇敵人襲擊要捐出都未訓暖嘅睡袋去還火。當做得唔好嘅時候仲要2分鐘pack好哂所有嘢模擬戰敗撤退，孭住40公斤裝備喺野外跑幾公里搵新嘅據點。槍林彈雨之下就同真係上咗戰場冇咩分別。

喺咁高強度嘅訓練之下，好多人都會捱唔住放棄，軍訓嘅畢業率得60%左右。不過，暫時成功報名參軍嘅香港手足，畢業率暫時仲係100%",370,"speakandmove: 軍訓究竟有幾辛苦？

隨住越嚟越多BNO手足成功參軍，可能大家都會聽過佢哋話Basic Training 好痛苦。可能有啲人會覺得自己操開體能，又或者俾‘basic’呢個字呃到，就覺得basic training 不外如是。最近我哋其中一位手足就收到佢野外訓練嗰時嘅珍貴片段，可以俾大家感受一吓軍訓實況。

片段所見就係野外訓練其中最痛苦嘅環節之一’Ambush’。當你日頭已經操到死，好難得可以捐入睡袋休息一兩個鐘嘅時候，往往就會遭遇敵人襲擊要捐出都未訓暖嘅睡袋去還火。當做得唔好嘅時候仲要2分鐘pack好哂所有嘢模擬戰敗撤退，孭住40公斤裝備喺野外跑幾公里搵新嘅據點。槍林彈雨之下就同真係上咗戰場冇咩分別。

喺咁高強度嘅訓練之下，好多人都會捱唔住放棄，軍訓嘅畢業率得60%左右。不過，暫時成功報名參軍嘅香港手足，畢業率暫時仲係100%",Employment and Economic Opportunities,Workplace Culture and Integration,512
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,12,Saturday,13:23:08,cyncye,請問一下有冇想夾租啊 。下個月尾開始 。,20,cyncye: 請問一下有冇想夾租啊 。下個月尾開始 。,Housing and Living Arrangements,Shared Housing and Roommate Dynamics,31
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,12,Saturday,10:03:49,captaincatho,bno visa 仲要移民律師？,16,captaincatho: bno visa 仲要移民律師？,Legal and Bureaucratic Challenges,Navigating Immigration and Residency Requirements,20
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,11,Friday,12:05:58,CCCCCMint,窮L冇用移民律師🙇🏻‍♂,12,CCCCCMint: 窮L冇用移民律師🙇🏻‍♂,Uncategorized,Uncategorized,27
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,11,Friday,9:37:54,tthhooj,咁多位，請問曼城有冇移民律師，可以推介一下🙏🏻🙏🏻，唔該晒,29,tthhooj: 咁多位，請問曼城有冇移民律師，可以推介一下🙏🏻🙏🏻，唔該晒,Legal and Bureaucratic Challenges,Accessing Legal Aid or Advocacy Services,53
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,4,Friday,22:12:03,burnwithus2019,你英國車牌應該都係跟香港牌,13,burnwithus2019: 你英國車牌應該都係跟香港牌,Uncategorized,Uncategorized,32
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,4,Friday,21:42:12,tthhooj,咁多位師兄打攪一下，請問你哋車保係咪填香港嘅牌齡，佢其中一個係問幾時有依個牌係咪可以照跟返香港？,48,tthhooj: 咁多位師兄打攪一下，請問你哋車保係咪填香港嘅牌齡，佢其中一個係問幾時有依個牌係咪可以照跟返香港？,Uncategorized,Uncategorized,87
BNO求職創業互助討論區,2024,October,22,Tuesday,7:39:02,user91383,請問在申請settlement 等候結果期間， 如果BNO Visa 已過期那應該怎麼辦？要再續簽BNO Visa 嗎？,60,user91383: 請問在申請settlement 等候結果期間， 如果BNO Visa 已過期那應該怎麼辦？要再續簽BNO Visa 嗎？,Legal and Bureaucratic Challenges,Navigating Immigration and Residency Requirements,65
BNO求職創業互助討論區,2024,October,7,Monday,15:53:03,user70511,Birmingham China town 一車位出租🌟價錢可商議❗️,35,user70511: Birmingham China town 一車位出租🌟價錢可商議❗️,Housing and Living Arrangements,Rising Rent and Housing Costs,30
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,19,Saturday,8:20:58,user99339,咁樣講即係冇改變BNO要跟國際生支付大學學費,22,user99339: 咁樣講即係冇改變BNO要跟國際生支付大學學費,Education and Personal Development,Financial Barriers to Education and Training,39
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,17,Thursday,18:58:38,user56974,交國際生學費真是沒能力負擔,13,user56974: 交國際生學費真是沒能力負擔,Education and Personal Development,Financial Barriers to Education and Training,26
曼城好東西,2024,October,25,Friday,18:19:42,yakipeter11111,請教下，各位冇車牌既有咩其他實用既代步方法？,22,yakipeter11111: 請教下，各位冇車牌既有咩其他實用既代步方法？,Transportation and Mobility,Navigating Public Transportation Systems,40
曼城好東西,2024,October,16,Wednesday,19:58:07,kkkkkk45695,"請教下抽油煙機係內循環式，廚房又唔近窗，係咪都唔洗旨意煎炒野？🥲

同埋出風位牆身天花係咪會好易發霉，有油漬？",55,"kkkkkk45695: 請教下抽油煙機係內循環式，廚房又唔近窗，係咪都唔洗旨意煎炒野？🥲

同埋出風位牆身天花係咪會好易發霉，有油漬？",Housing and Living Arrangements,Adjusting to Different Housing Standards,104
曼城好東西,2024,October,15,Tuesday,19:39:46,Mr_Vincent,想帶屋企老人家同多d人傾計，唔想佢成日係屋企,22,Mr_Vincent: 想帶屋企老人家同多d人傾計，唔想佢成日係屋企,Family Dynamics and Support,Caring for Aging Parents Remotely,38
曼城好東西,2024,October,15,Tuesday,18:57:48,Mr_Vincent,有無d可以比老人家傾下計？,13,Mr_Vincent: 有無d可以比老人家傾下計？,Social and Cultural Adjustment,Building Community and Social Connections,20
曼城好東西,2024,October,15,Tuesday,17:50:38,Mr_Vincent,想問下曼城有咩比老人家玩既活動？,16,Mr_Vincent: 想問下曼城有咩比老人家玩既活動？,Social and Cultural Adjustment,Building Community and Social Connections,28
曼城好東西,2024,October,14,Monday,19:03:18,whoami_whoknows,"朋友有全新裝修兩房排屋尾放盤，£1200 , 有意可pm 我睇video 同相",39,"whoami_whoknows: 朋友有全新裝修兩房排屋尾放盤，£1200 , 有意可pm 我睇video 同相",Housing and Living Arrangements,Rising Rent and Housing Costs,47
曼城好東西,2024,October,13,Sunday,14:01:07,Mr_Vincent,而家愈來愈保障租客，業主放租都有風險,18,Mr_Vincent: 而家愈來愈保障租客，業主放租都有風險,Housing and Living Arrangements,Rising Rent and Housing Costs,34
曼城好東西,2024,October,13,Sunday,13:52:02,yakipeter11111,我對曼城就係貪平，城市發展潛力空間大過倫敦😁,22,yakipeter11111: 我對曼城就係貪平，城市發展潛力空間大過倫敦😁,Uncategorized,Uncategorized,41
曼城好東西,2024,October,13,Sunday,13:08:24,McMcshop,我都要打工，互相幫助大家,12,McMcshop: 我都要打工，互相幫助大家,Uncategorized,Uncategorized,20
曼城好東西,2024,October,13,Sunday,12:44:15,user41315,"明既，但咁都要有一定收入先得

我就去唔到你既高度同成就
所以都係繼續係曼城打牛工🥲",42,"user41315: 明既，但咁都要有一定收入先得

我就去唔到你既高度同成就
所以都係繼續係曼城打牛工🥲",Uncategorized,Uncategorized,60
曼城好東西,2024,October,12,Saturday,20:59:38,McMcshop,從來沒有人介紹過Chorlton，Didsbury都唔多,28,McMcshop: 從來沒有人介紹過Chorlton，Didsbury都唔多,Uncategorized,Uncategorized,29
曼城好東西,2024,October,12,Saturday,20:57:48,McMcshop,年輕人喜愛west didsbury / east didsbury就差好遠,38,McMcshop: 年輕人喜愛west didsbury / east didsbury就差好遠,Uncategorized,Uncategorized,29
曼城好東西,2024,October,12,Saturday,20:56:35,McMcshop,呢廣告成日都叫人去west didsbury吃飯，其實Chorlton好多好食，中菜有間超正，未見過有youtuber/FB介紹過😂😂😂環境裝修一流，價錢係茶餐廳，所以我點會去黑人跑馬地🤣🤣🤣,96,McMcshop: 呢廣告成日都叫人去west didsbury吃飯，其實Chorlton好多好食，中菜有間超正，未見過有youtuber/FB介紹過😂😂😂環境裝修一流，價錢係茶餐廳，所以我點會去黑人跑馬地🤣🤣🤣,Uncategorized,Uncategorized,117
曼城好東西,2024,October,12,Saturday,20:48:43,Mr_Vincent,Chorlton日本野食都幾間啦😛,17,Mr_Vincent: Chorlton日本野食都幾間啦😛,Uncategorized,Uncategorized,23
曼城好東西,2024,October,12,Saturday,20:48:21,Mr_Vincent,"West Didsbury我印象都唔平，但整體配套都差過chorlton，租好似就易租，買就不了
我好似只係去過幾次，印象一般",63,"Mr_Vincent: West Didsbury我印象都唔平，但整體配套都差過chorlton，租好似就易租，買就不了
我好似只係去過幾次，印象一般",Uncategorized,Uncategorized,71
曼城好東西,2024,October,12,Saturday,20:44:20,W7OooOLW,識嘢，呢區好過west didsbury,20,W7OooOLW: 識嘢，呢區好過west didsbury,Uncategorized,Uncategorized,25
曼城好東西,2024,October,12,Saturday,20:41:04,Mr_Vincent,"我之前b&b住過chorlton ，感覺真係幾好，個價同sale差唔多，但又係傳統校網好既區，食野又多選擇，又新市區
但因為無新盤YouTuber無錢賺就唔提",79,"Mr_Vincent: 我之前b&b住過chorlton ，感覺真係幾好，個價同sale差唔多，但又係傳統校網好既區，食野又多選擇，又新市區
但因為無新盤YouTuber無錢賺就唔提",Housing and Living Arrangements,Adjusting to Different Housing Standards,104
曼城好東西,2024,October,12,Saturday,20:39:56,McMcshop,等於元朗yoho，行出街都係元朗，二萬插到萬四,23,McMcshop: 等於元朗yoho，行出街都係元朗，二萬插到萬四,Uncategorized,Uncategorized,35
曼城好東西,2024,October,12,Saturday,20:38:27,kkkkkk45695,"咁我都係用reposit , 冇左一兩舊好過追唔番成千幾二千磅",31,"kkkkkk45695: 咁我都係用reposit , 冇左一兩舊好過追唔番成千幾二千磅",Uncategorized,Uncategorized,44
曼城好東西,2024,October,12,Saturday,20:37:51,McMcshop,Finchley大把60萬三房semi/尾排,22,McMcshop: Finchley大把60萬三房semi/尾排,Uncategorized,Uncategorized,20
曼城好東西,2024,October,12,Saturday,17:08:34,Paulkkwong,"可能我有地胆幫我簡區睇樓，睇幾間d舊樓積都非常好用，正正常常，已extend左嘅3房semi非常好用，我果間1300尺都好闊落。睇過朋友d新樓，廳細房細，好多重細過我香港住開嘅舊屋苑。最重要係我住d區無new build屋苑，見過有重建左幾間嘅new build, 3房semi賣緊550至600。",149,"Paulkkwong: 可能我有地胆幫我簡區睇樓，睇幾間d舊樓積都非常好用，正正常常，已extend左嘅3房semi非常好用，我果間1300尺都好闊落。睇過朋友d新樓，廳細房細，好多重細過我香港住開嘅舊屋苑。最重要係我住d區無new build屋苑，見過有重建左幾間嘅new build, 3房semi賣緊550至600。",Uncategorized,Uncategorized,176
曼城好東西,2024,October,12,Saturday,15:08:40,yakipeter11111,Thanks! 等我研究下😁👍我budget係180-220k 2至3房排屋，有好區請分享下,46,yakipeter11111: Thanks! 等我研究下😁👍我budget係180-220k 2至3房排屋，有好區請分享下,Uncategorized,Uncategorized,51
曼城好東西,2024,October,12,Saturday,14:43:43,Mr_Vincent,如果200k樓下排屋的會諗whitefied，價錢200k樓下有3房，區內配套就少d，但勝在治安好，住近metro link出市區都好方便,69,Mr_Vincent: 如果200k樓下排屋的會諗whitefied，價錢200k樓下有3房，區內配套就少d，但勝在治安好，住近metro link出市區都好方便,Uncategorized,Uncategorized,73
曼城好東西,2024,October,12,Saturday,14:31:07,yakipeter11111,"係舊樓。Salford around 200k, 其他區再低d都有

不過最衰我冇車牌，所以通常睇有metrolink的區域",62,"yakipeter11111: 係舊樓。Salford around 200k, 其他區再低d都有

不過最衰我冇車牌，所以通常睇有metrolink的區域",Transportation and Mobility,Navigating Public Transportation Systems,66
曼城好東西,2024,October,12,Saturday,13:46:21,Mr_Vincent,"舊樓雖然大，但間隔未必咁實用
新樓比舊樓細，但部份新樓間隔好用
舊樓睇過過百間，但間隔好多都馬馬，或者可能收納上香港人同本地人既習慣唔同
當然新樓都唔一定好，我同村都有d個間隔間到唔知點擺野
面積上舊樓3房個d仲大過新樓4房，計面積舊樓當然好d
當然你亦可以扑哂d間隔自己搵人再搞
不過搵個好既裝修都係要睇彩數",155,"Mr_Vincent: 舊樓雖然大，但間隔未必咁實用
新樓比舊樓細，但部份新樓間隔好用
舊樓睇過過百間，但間隔好多都馬馬，或者可能收納上香港人同本地人既習慣唔同
當然新樓都唔一定好，我同村都有d個間隔間到唔知點擺野
面積上舊樓3房個d仲大過新樓4房，計面積舊樓當然好d
當然你亦可以扑哂d間隔自己搵人再搞
不過搵個好既裝修都係要睇彩數",Housing and Living Arrangements,Adjusting to Different Housing Standards,243
曼城好東西,2024,October,12,Saturday,10:16:13,user56528,"我想請問一下， 我之前租屋， agent 會收左5 個星期（定6個星期） $ 既deposit , 我完左contract 佢幾耐先會比返我？ 而家過左一個月都收唔到",83,"user56528: 我想請問一下， 我之前租屋， agent 會收左5 個星期（定6個星期） $ 既deposit , 我完左contract 佢幾耐先會比返我？ 而家過左一個月都收唔到",Housing and Living Arrangements,Financial and Legal Challenges in Housing Contracts,86
曼城好東西,2024,October,12,Saturday,9:58:35,McMcshop,ha係政府比$向私人租比有需要人仕，等於將間屋由私樓變公屋，salford係曼城主要的ha地區，好多人買返來租比ha。學生點解唔好，晚晚開party，唔清潔，同成街啤酒bottles，而且學生區治安普遍好差,103,McMcshop: ha係政府比$向私人租比有需要人仕，等於將間屋由私樓變公屋，salford係曼城主要的ha地區，好多人買返來租比ha。學生點解唔好，晚晚開party，唔清潔，同成街啤酒bottles，而且學生區治安普遍好差,Uncategorized,Uncategorized,126
曼城好東西,2024,October,12,Saturday,9:30:56,McMcshop,altr/sale係要考11+先收的，否則住學校對面都無用。曼城不存在任何好的state school學區，唔好再比youtuber老點,68,McMcshop: altr/sale係要考11+先收的，否則住學校對面都無用。曼城不存在任何好的state school學區，唔好再比youtuber老點,Uncategorized,Uncategorized,60
曼城好東西,2024,October,12,Saturday,9:24:20,McMcshop,400k sale也可能仲可以買到semi。cheadle hulme就只有超殘裝semi。Altr 無可能。Leasehold除外，近商鋪樓除外,73,McMcshop: 400k sale也可能仲可以買到semi。cheadle hulme就只有超殘裝semi。Altr 無可能。Leasehold除外，近商鋪樓除外,Uncategorized,Uncategorized,56
曼城好東西,2024,October,12,Saturday,9:22:34,McMcshop,200k以下一定係舊樓，唔知你有冇經驗，好多野都要知道，太多問題的舊樓價錢係150-250K。,47,McMcshop: 200k以下一定係舊樓，唔知你有冇經驗，好多野都要知道，太多問題的舊樓價錢係150-250K。,Housing and Living Arrangements,Understanding House Purchase Processes and Potential Issues,63
