Group Name,Year,Month,Date,Weekday,Time,Who,Chat Content,CharCount,Processed Content,Category,Subcategory,Token Count
Nottingham 🇬🇧港人互助區,2024,October,7,Monday,16:42:37,homelala,"中國近代史，誰是國父、誰是祖國、誰是賊匪⋯⋯
係我地呢代香港人要好好認清，唔好俾騙徒令大家混淆嘅功課📚😂",52,"homelala: 中國近代史，誰是國父、誰是祖國、誰是賊匪⋯⋯
係我地呢代香港人要好好認清，唔好俾騙徒令大家混淆嘅功課📚😂",Uncategorized,Uncategorized,90
Sheffield🇬🇧港人互助區,2024,October,27,Sunday,17:04:49,user66510,農曆年Sheffield 有粵劇呀,17,user66510: 農曆年Sheffield 有粵劇呀,Uncategorized,Uncategorized,19
Sheffield🇬🇧港人互助區,2024,October,24,Thursday,14:23:11,junn1gram,是咪要搞搞佢,6,junn1gram: 是咪要搞搞佢,Uncategorized,Uncategorized,18
Sheffield🇬🇧港人互助區,2024,October,24,Thursday,14:22:18,junn1gram,對上一次收Gas已經係8月,13,junn1gram: 對上一次收Gas已經係8月,Uncategorized,Uncategorized,20
Sheffield🇬🇧港人互助區,2024,October,24,Thursday,14:21:49,junn1gram,突然發覺Octopus一直show唔到Gas個reading,30,junn1gram: 突然發覺Octopus一直show唔到Gas個reading,Uncategorized,Uncategorized,25
Sheffield🇬🇧港人互助區,2024,October,19,Saturday,13:13:19,user53228,有時間去睇呢個展覽,9,user53228: 有時間去睇呢個展覽,Uncategorized,Uncategorized,17
真.IT人在英國,2024,October,29,Tuesday,0:14:33,kevinlaw1984,"on 9, 交成晚稅
我立即問稅局，佢話我文件吾齊。
咁我就同太太重申填好，我同太太加小朋友 父母就不用我拱 再交文件
再次收到信都係要交兩萬幾 有冇攪撚錯",78,"kevinlaw1984: on 9, 交成晚稅
我立即問稅局，佢話我文件吾齊。
咁我就同太太重申填好，我同太太加小朋友 父母就不用我拱 再交文件
再次收到信都係要交兩萬幾 有冇攪撚錯",Uncategorized,Uncategorized,106
真.IT人在英國,2024,October,25,Friday,13:52:38,GeraldG0,遲早都會，只係唔知幾時😅,12,GeraldG0: 遲早都會，只係唔知幾時😅,Uncategorized,Uncategorized,25
真.IT人在英國,2024,October,24,Thursday,11:36:01,ReStarYH,2.75 % 好大諗頭,11,ReStarYH: 2.75 % 好大諗頭,Uncategorized,Uncategorized,19
真.IT人在英國,2024,October,16,Wednesday,2:29:06,kevinlaw1984,"7 x 24,冇甚麼作為
你做support 兩，三年評估自己發展路向",35,"kevinlaw1984: 7 x 24,冇甚麼作為
你做support 兩，三年評估自己發展路向",Uncategorized,Uncategorized,45
真.IT人在英國,2024,October,15,Tuesday,1:48:55,zxc78w,如果你英文唔錯，可以考慮開高啲，因為曼城 IT 工多數用英文溝通。,33,zxc78w: 如果你英文唔錯，可以考慮開高啲，因為曼城 IT 工多數用英文溝通。,Uncategorized,Uncategorized,44
真.IT人在英國,2024,October,13,Sunday,20:11:23,user48473,"各位好👋，小弟20歲頭，IVE畢業，剛到步曼城，想揾份IT工。小弟有一年工作經驗，曾經於香港PCCW的NOC做7*24 Operator，人工大約係HKD$22,000。想問各位前輩搵工有冇建議？人工應該開幾多？",106,"user48473: 各位好👋，小弟20歲頭，IVE畢業，剛到步曼城，想揾份IT工。小弟有一年工作經驗，曾經於香港PCCW的NOC做7*24 Operator，人工大約係HKD$22,000。想問各位前輩搵工有冇建議？人工應該開幾多？",Employment and Economic Opportunities,Job Market Competition,128
真.IT人在英國,2024,October,12,Saturday,2:17:55,kevinlaw1984,執10吾開就真,7,kevinlaw1984: 執10吾開就真,Uncategorized,Uncategorized,15
真.IT人在英國,2024,October,12,Saturday,2:17:40,kevinlaw1984,執10開16係呃九人,10,kevinlaw1984: 執10開16係呃九人,Uncategorized,Uncategorized,19
真.IT人在英國,2024,October,12,Saturday,2:17:08,kevinlaw1984,"香港點生活，正仆街
迫人走 所以勁多人破產
一係吾還以後吾番來",31,"kevinlaw1984: 香港點生活，正仆街
迫人走 所以勁多人破產
一係吾還以後吾番來",Social and Cultural Adjustment,Addressing Feelings of Isolation or Marginalization,54
真.IT人在英國,2024,October,11,Friday,23:18:51,GeraldG0,唔係通常用 GitHub copilot?,21,GeraldG0: 唔係通常用 GitHub copilot?,Uncategorized,Uncategorized,17
真.IT人在英國,2024,October,11,Friday,22:18:59,zfanman,有無人用緊 Cursor AI gen code?,25,zfanman: 有無人用緊 Cursor AI gen code?,Uncategorized,Uncategorized,17
真.IT人在英國,2024,October,11,Friday,11:55:47,UsernameUndefined,"間間公司都搞大陸dev center
25k 都覺得你貴。。。",31,"UsernameUndefined: 間間公司都搞大陸dev center
25k 都覺得你貴。。。",Employment and Economic Opportunities,Job Market Competition,30
真.IT人在英國,2024,October,8,Tuesday,0:07:25,pp99811,有無人做過EXL?,9,pp99811: 有無人做過EXL?,Uncategorized,Uncategorized,15
真.IT人在英國,2024,October,7,Monday,1:59:58,kevinlaw1984,這幾年發生好多事，可恨我是兩歲來講 只能選擇加拿大。。。 英國已經冇運,35,kevinlaw1984: 這幾年發生好多事，可恨我是兩歲來講 只能選擇加拿大。。。 英國已經冇運,Uncategorized,Uncategorized,59
真.IT人在英國,2024,October,7,Monday,1:58:11,kevinlaw1984,"我仲有幾個月就完成degree,但因為之前失業了大半年
已經同身邊家人關系好差",39,"kevinlaw1984: 我仲有幾個月就完成degree,但因為之前失業了大半年
已經同身邊家人關系好差",Family Dynamics and Support,Adjusting to Changing Family Roles,52
真.IT人在英國,2024,October,4,Friday,19:52:31,irapthegov,remote返香港咁係咪跟香港時間？,18,irapthegov: remote返香港咁係咪跟香港時間？,Employment and Economic Opportunities,Balancing Work with Family Responsibilities,28
真.IT人在英國,2024,October,4,Friday,16:54:25,kevinlaw1984,以家想學Cloud,9,kevinlaw1984: 以家想學Cloud,Education and Personal Development,Exploring New Career or Academic Opportunities,14
真.IT人在英國,2024,October,4,Friday,16:54:09,kevinlaw1984,我一早已轉了做system engineer,22,kevinlaw1984: 我一早已轉了做system engineer,Employment and Economic Opportunities,Career Downgrades,19
真.IT人在英國,2024,October,4,Friday,13:37:41,rexwongwh,人工起碼高一倍,7,rexwongwh: 人工起碼高一倍,Employment and Economic Opportunities,Skill and Credential Recognition,14
真.IT人在英國,2024,October,4,Friday,13:37:18,rexwongwh,整返張 cert,8,rexwongwh: 整返張 cert,Employment and Economic Opportunities,Skill and Credential Recognition,12
真.IT人在英國,2024,October,4,Friday,13:36:59,rexwongwh,所以如果你仲諗住食Support條水， 你應該努力一啲做Network security,44,rexwongwh: 所以如果你仲諗住食Support條水， 你應該努力一啲做Network security,Employment and Economic Opportunities,Career Downgrades,42
真.IT人在英國,2024,October,4,Friday,13:11:01,GeraldG0,最多人搵可能係 reset password? 😅,25,GeraldG0: 最多人搵可能係 reset password? 😅,Uncategorized,Uncategorized,19
真.IT人在英國,2024,October,4,Friday,12:28:14,rexwongwh,基本上冇咩嘢做,7,rexwongwh: 基本上冇咩嘢做,Uncategorized,Uncategorized,20
真.IT人在英國,2024,October,4,Friday,12:28:03,rexwongwh,跟住仲要駁埋office 365,16,rexwongwh: 跟住仲要駁埋office 365,Uncategorized,Uncategorized,21
真.IT人在英國,2024,October,4,Friday,12:27:38,rexwongwh,"其實今時今日都冇乜support需要啦，以前又要搞Server又要砌機！ 而家最主要就係搞掂我VPN。 server都可以cloud, 一般Lenovo嗰啲枱頭或者Notebook都已經唔使點樣做嘢",99,"rexwongwh: 其實今時今日都冇乜support需要啦，以前又要搞Server又要砌機！ 而家最主要就係搞掂我VPN。 server都可以cloud, 一般Lenovo嗰啲枱頭或者Notebook都已經唔使點樣做嘢",Employment and Economic Opportunities,Skill and Credential Recognition,102
真.IT人在英國,2024,October,4,Friday,12:26:15,rexwongwh,"Indeed,同香港冇分別",13,"rexwongwh: Indeed,同香港冇分別",Uncategorized,Uncategorized,17
真.IT人在英國,2024,October,4,Friday,7:58:25,GeraldG0,做 support 人工會低啲？,16,GeraldG0: 做 support 人工會低啲？,Employment and Economic Opportunities,Job Market Competition,19
真.IT人在英國,2024,October,4,Friday,2:37:32,kevinlaw1984,senior....下滑到25K,16,kevinlaw1984: senior....下滑到25K,Employment and Economic Opportunities,Career Downgrades,14
真.IT人在英國,2024,October,4,Friday,1:19:03,kevinlaw1984,但最好就吾好,6,kevinlaw1984: 但最好就吾好,Uncategorized,Uncategorized,14
真.IT人在英國,2024,October,4,Friday,1:18:55,kevinlaw1984,其實都有不少人走數，移民走了,14,kevinlaw1984: 其實都有不少人走數，移民走了,Family Dynamics and Support,Reuniting with Family Across Borders,25
真.IT人在英國,2024,October,4,Friday,1:15:57,GeraldG0,唔知香港申請你破產會唔會搞到喺英國入唔到藉🙄,22,GeraldG0: 唔知香港申請你破產會唔會搞到喺英國入唔到藉🙄,Legal and Bureaucratic Challenges,Understanding Local Laws and Regulations,49
真.IT人在英國,2024,October,4,Friday,1:14:52,GeraldG0,應該唔太差啩,6,GeraldG0: 應該唔太差啩,Uncategorized,Uncategorized,18
真.IT人在英國,2024,October,4,Friday,1:11:28,kevinlaw1984,問題英國搵工係點,8,kevinlaw1984: 問題英國搵工係點,Employment and Economic Opportunities,Job Market Competition,21
真.IT人在英國,2024,October,4,Friday,1:09:33,kevinlaw1984,佢再迫我，我吾撚還 移民英國吾返來,17,kevinlaw1984: 佢再迫我，我吾撚還 移民英國吾返來,Legal and Bureaucratic Challenges,Navigating Immigration and Residency Requirements,33
真.IT人在英國,2024,October,4,Friday,1:08:49,kevinlaw1984,但最可恨仆街武漢害到要月拱還錢,15,kevinlaw1984: 但最可恨仆街武漢害到要月拱還錢,Economic and Financial Stability,Adapting to Market Fluctuations and Economic Changes,31
真.IT人在英國,2024,October,4,Friday,1:05:03,kevinlaw1984,"係，我身邊都有部份朋友移民了 後先講出來 
但佢份工都係香港remote 做",38,"kevinlaw1984: 係，我身邊都有部份朋友移民了 後先講出來 
但佢份工都係香港remote 做",Employment and Economic Opportunities,Balancing Work with Family Responsibilities,50
真.IT人在英國,2024,October,4,Friday,0:59:19,GeraldG0,走啦，呢個谷應該都好多人走咗去英國,17,GeraldG0: 走啦，呢個谷應該都好多人走咗去英國,Social and Cultural Adjustment,Building Community and Social Connections,35
真.IT人在英國,2024,October,4,Friday,0:45:23,kevinlaw1984,已經係去到迫人走地步，物價高人工追吾到 已經假期改北上，因為比吾起香港消費,37,kevinlaw1984: 已經係去到迫人走地步，物價高人工追吾到 已經假期改北上，因為比吾起香港消費,Financial and Budgeting Challenges,Managing Cost of Living in High-Expense Areas,61
真.IT人在英國,2024,October,4,Friday,0:42:57,kevinlaw1984,"做番私人工作，好忙好chur
人工少了不少。。好辛苦
香港市道超差，工作要求高
人工就返跌。。。",48,"kevinlaw1984: 做番私人工作，好忙好chur
人工少了不少。。好辛苦
香港市道超差，工作要求高
人工就返跌。。。",Employment and Economic Opportunities,Job Market Competition,60
真.IT人在英國,2024,October,3,Thursday,19:57:43,pp99811,應該都有一半啦至少,9,pp99811: 應該都有一半啦至少,Uncategorized,Uncategorized,18
真.IT人在英國,2024,October,3,Thursday,19:54:52,Unknown,有幾多巴打喺倫敦?,9,Unknown: 有幾多巴打喺倫敦?,Uncategorized,Uncategorized,17
真.IT人在英國,2024,October,3,Thursday,2:40:46,kevinlaw1984,但做得吾係太開心,8,kevinlaw1984: 但做得吾係太開心,Employment and Economic Opportunities,Job Market Competition,19
真.IT人在英國,2024,October,2,Wednesday,22:41:03,zfanman,有無人用AI gen REST endpoints?,26,zfanman: 有無人用AI gen REST endpoints?,Uncategorized,Uncategorized,14
真.IT人在英國,2024,October,2,Wednesday,11:25:08,GeraldG0,你覺得太少？😅,7,GeraldG0: 你覺得太少？😅,Uncategorized,Uncategorized,16
真.IT人在英國,2024,October,2,Wednesday,11:08:55,JKyyy,linked with my github profile and publications,46,JKyyy: linked with my github profile and publications,Uncategorized,Uncategorized,10
真.IT人在英國,2024,October,2,Wednesday,4:21:34,cowmarket2begin,150k gbp tc😱,12,cowmarket2begin: 150k gbp tc😱,Uncategorized,Uncategorized,13
真.IT人在英國,2024,October,1,Tuesday,20:48:57,zfanman,有無人用緊Golang寫micro services?,27,zfanman: 有無人用緊Golang寫micro services?,Uncategorized,Uncategorized,19
BNO英國討論區,2024,October,30,Wednesday,9:27:44,zfanman,特朗普喺賓州比起上次多咗近44萬票，而上次只輸8萬票，預測會大勝。有Elon Musk喺度坐陣，民主黨想「動L」會有啲難度~ 😁,64,zfanman: 特朗普喺賓州比起上次多咗近44萬票，而上次只輸8萬票，預測會大勝。有Elon Musk喺度坐陣，民主黨想「動L」會有啲難度~ 😁,Uncategorized,Uncategorized,84
BNO英國討論區,2024,October,26,Saturday,4:25:05,user66845,"The most dangerous food.

Join: @RevealedEye",44,"user66845: The most dangerous food.

Join | @RevealedEye",Uncategorized,Uncategorized,16
BNO英國討論區,2024,October,23,Wednesday,18:25:52,zfanman,"西環趕膠所出品 必屬""街""品 成班社混垃圾仆街仔 (道友蛋, BNO參軍吹蕭域, 本記渣數人JOYKWAN, 本記打手本小姐, 中大電郵, 蒸魚安, 李永財, ETC) 唔止做狗針 重有人搵食搵到入建制 佢果期選啱區攝入去訓喺度都嬴 事實我就係去天后區常客 我問十個 十個都唔識佢 照羸 講真 唔好撚以為選到做388泛民區佬=聖人 根本一樣可以係仆街冚家剷",178,"zfanman: 西環趕膠所出品 必屬""街""品 成班社混垃圾仆街仔 (道友蛋, BNO參軍吹蕭域, 本記渣數人JOYKWAN, 本記打手本小姐, 中大電郵, 蒸魚安, 李永財, ETC) 唔止做狗針 重有人搵食搵到入建制 佢果期選啱區攝入去訓喺度都嬴 事實我就係去天后區常客 我問十個 十個都唔識佢 照羸 講真 唔好撚以為選到做388泛民區佬=聖人 根本一樣可以係仆街冚家剷",Uncategorized,Uncategorized,249
BNO英國討論區,2024,October,22,Tuesday,2:44:37,World_1212,the french mocked Jesus during their pedo olympics... well Jesus was quick to respond... the french will be cursed FOREVER....,126,World_1212: the french mocked Jesus during their pedo olympics... well Jesus was quick to respond... the french will be cursed FOREVER....,Uncategorized,Uncategorized,32
BNO英國討論區,2024,October,20,Sunday,23:10:20,zfanman,deep state出大絕啦 一係暗殺 一係出千,24,zfanman: deep state出大絕啦 一係暗殺 一係出千,Uncategorized,Uncategorized,27
BNO英國討論區,2024,October,20,Sunday,23:09:30,zfanman,"特朗普大炒賀大媽近20個百分點！🔥🔥🔥

上次民主黨做票有廢炎lockdown、shadow campaign、ballots harvesting... 「贏」得已經有啲勉強；今次乜都冇，可能得番Dominion，民主黨夠唔夠膽下下「動L」呢？ 🤔",125,"zfanman: 特朗普大炒賀大媽近20個百分點！🔥🔥🔥

上次民主黨做票有廢炎lockdown、shadow campaign、ballots harvesting... 「贏」得已經有啲勉強；今次乜都冇，可能得番Dominion，民主黨夠唔夠膽下下「動L」呢？ 🤔",Uncategorized,Uncategorized,121
BNO英國討論區,2024,October,19,Saturday,18:04:09,ssfanman,#吊打吹蕭域案例 #御林軍港女 #殺鬼隊 #台灣軍訓 #武器流出 #迫佢犯軍規 #龍門任搬 #報警撚 #扮大佬 #吹水唔抹咀 #賭切柒,67,ssfanman: #吊打吹蕭域案例 #御林軍港女 #殺鬼隊 #台灣軍訓 #武器流出 #迫佢犯軍規 #龍門任搬 #報警撚 #扮大佬 #吹水唔抹咀 #賭切柒,Uncategorized,Uncategorized,103
BNO英國討論區,2024,October,18,Friday,18:09:30,winonfire,整臭晒啲地方,6,winonfire: 整臭晒啲地方,Uncategorized,Uncategorized,14
BNO英國討論區,2024,October,18,Friday,18:07:50,winonfire,呢度點解有小粉紅？,9,winonfire: 呢度點解有小粉紅？,Uncategorized,Uncategorized,18
BNO英國討論區,2024,October,18,Friday,18:01:29,winonfire,樓主踢呢班仆街走啦,9,winonfire: 樓主踢呢班仆街走啦,Uncategorized,Uncategorized,23
BNO英國討論區,2024,October,15,Tuesday,22:00:39,zfanman,#參軍但父母返港無穿無爛 #全民皆兵但佢重守門口 #好辛苦但無生產力 #攪呢攪路出風頭同社運無關 #軍規話唔可以講政治奏榮光但成日講阿爺係國民黨 #龍門任搬,78,zfanman: #參軍但父母返港無穿無爛 #全民皆兵但佢重守門口 #好辛苦但無生產力 #攪呢攪路出風頭同社運無關 #軍規話唔可以講政治奏榮光但成日講阿爺係國民黨 #龍門任搬,Uncategorized,Uncategorized,121
BNO英國討論區,2024,October,5,Saturday,8:24:45,World_1212,"（重發）

可薩暴徒們指派撒旦地的中國共產黨CCP 利用洛克菲勒的聯合國和比爾蓋茨的WHO 世界衛生組織作為特洛伊木馬的木馬以超限戰Unrestricted Warfare 的方式來佔領美國。",96,"World_1212: （重發）

可薩暴徒們指派撒旦地的中國共產黨CCP 利用洛克菲勒的聯合國和比爾蓋茨的WHO 世界衛生組織作為特洛伊木馬的木馬以超限戰Unrestricted Warfare 的方式來佔領美國。",Uncategorized,Uncategorized,115
BNO英國討論區,2024,October,3,Thursday,12:40:44,IamZero578,@zfanman 俄佬掟核彈，大家玩完啦,20,IamZero578: @zfanman 俄佬掟核彈，大家玩完啦,Uncategorized,Uncategorized,27
BNO英國討論區,2024,October,2,Wednesday,8:32:26,LaLaLamLa88,請教各位.我在香港公立醫院睇開同攞開藥.預計下年年頭5+1來英國.要問政府醫院攞咩文件可以到英國后續領藥,52,LaLaLamLa88: 請教各位.我在香港公立醫院睇開同攞開藥.預計下年年頭5+1來英國.要問政府醫院攞咩文件可以到英國后續領藥,Healthcare and Well-Being,Access to Primary and Emergency Care,84
BNO英國討論區,2024,October,1,Tuesday,20:51:29,zfanman,住宿settle down左啦?,16,zfanman: 住宿settle down左啦?,Housing and Living Arrangements,Adjusting to Different Housing Standards,16
BNO食買玩討論區🍡🛒🎢,2024,October,28,Monday,23:08:34,zfanman,"佢只係""自稱香港大律師""",12,"zfanman: 佢只係""自稱香港大律師""",Uncategorized,Uncategorized,24
BNO食買玩討論區🍡🛒🎢,2024,October,17,Thursday,2:00:43,zfanman,好中 形容到老華僑網軍班撚屌,14,zfanman: 好中 形容到老華僑網軍班撚屌,Uncategorized,Uncategorized,29
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,30,Wednesday,19:10:58,speakandmove,"公黨首份財政預算案出爐：軍費加接近30億鎊，軍人有望今年內第二次加薪？

之前一直有傳工黨上場會cut 軍隊budget ，點知今朝新一份budget 其中一個著眼點係直接加30億鎊。其中一部份會用嚟加軍人嘅人工，而且會date back番今年4月：
/The Chancellor is set to announce an increase in the defence budget for next year in her fiscal statement in the Commons on Wednesday, part of which will be used to give soldiers a pay rise backdated to April, the Telegraph reported./
而筆錢亦會用嚟買新槍。

其實今年英軍已經加咗一次人工係6%，連同再上一年嘅5%+1k，當時已經被稱為十年嚟最大加幅。如果今次真係再加，相信會吸引一啲因為近年相對私人市場偏低人工而卻步嘅人重新考慮參軍。",463,"speakandmove: 公黨首份財政預算案出爐：軍費加接近30億鎊，軍人有望今年內第二次加薪？

之前一直有傳工黨上場會cut 軍隊budget ，點知今朝新一份budget 其中一個著眼點係直接加30億鎊。其中一部份會用嚟加軍人嘅人工，而且會date back番今年4月：
/The Chancellor is set to announce an increase in the defence budget for next year in her fiscal statement in the Commons on Wednesday, part of which will be used to give soldiers a pay rise backdated to April, the Telegraph reported./
而筆錢亦會用嚟買新槍。

其實今年英軍已經加咗一次人工係6%，連同再上一年嘅5%+1k，當時已經被稱為十年嚟最大加幅。如果今次真係再加，相信會吸引一啲因為近年相對私人市場偏低人工而卻步嘅人重新考慮參軍。",Uncategorized,Uncategorized,335
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,27,Sunday,20:17:30,latteju,都係用theory 4 in 1齋操佢啲題，bookmark低錯嗰啲再睇多幾次，做晒就做佢個mock test咁,56,latteju: 都係用theory 4 in 1齋操佢啲題，bookmark低錯嗰啲再睇多幾次，做晒就做佢個mock test咁,Uncategorized,Uncategorized,61
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,27,Sunday,19:44:26,Uncleblackcatbbch,有無theory test雞精,15,Uncleblackcatbbch: 有無theory test雞精,Uncategorized,Uncategorized,16
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,22,Tuesday,9:11:42,latteju,你搵個近屋企嘅場book咗先，可以免費改期改試場，唔記得係咪可以免費改6次,37,latteju: 你搵個近屋企嘅場book咗先，可以免費改期改試場，唔記得係咪可以免費改6次,Uncategorized,Uncategorized,54
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,22,Tuesday,9:01:20,latteju,我考完theory test 就即刻book路試，我係補鐘，係美國牌唔可以直換，上咗一次堂，師傅叫我改個近啲嘅考場方便啲去操，原本係book咗10月10號，但改考場已去到一月頭，前排醒起新年頭可能難啲夾補鐘時間，所以諗住再改時間,114,latteju: 我考完theory test 就即刻book路試，我係補鐘，係美國牌唔可以直換，上咗一次堂，師傅叫我改個近啲嘅考場方便啲去操，原本係book咗10月10號，但改考場已去到一月頭，前排醒起新年頭可能難啲夾補鐘時間，所以諗住再改時間,Transportation and Mobility,Handling Scheduling and Changes for Driving Tests,140
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,22,Tuesday,5:31:21,captaincatho,如果去到3月幾先考，太早上又無手感,17,captaincatho: 如果去到3月幾先考，太早上又無手感,Uncategorized,Uncategorized,26
