Group Name,Year,Month,Date,Weekday,Time,Who,Chat Content,Contains Keyword
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,18,Friday,6:12:04,britonshk,"🇬🇧《寧化飛灰》十一月英國上映🔥

《寧化飛灰》是一部獲獎紀錄片，探討了記者在極權政權下報導時所面臨的情感和道德掙扎。透過2019年香港抗議活動的鏡頭，該片捕捉了捍衛新聞自由的高昂代價。我們很高興能將這部影片帶到英國，並在曼城、利物浦、諾丁漢、伯明翰和倫敦進行放映。放映活動隨後會有與導演進行現場問答互動環節。

11月9號 曼城 
11月10號 利物浦 
11月16號 諾定咸
11月17號 伯明翰
11月23號 倫敦

由即日起至10月26日都有早鳥優惠🫂
請大家都幫手宣傳多多支持🙌🏻

https://www.eventbrite.com/cc/rather-be-ashes-than-dust-uk-screening-2024-3739789

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,17,Thursday,18:50:41,britonshk,"// 英國外相林德偉（David Lammy）將於周五（18日）訪問中國兩天，是工黨政府今年7月上台後到訪中國最高級官員。首相施紀賢（Keir Starmer）在他出訪前夕接受國會質詢時，首度公開表示要求釋放黎智英，又表明處理黎案是工黨政府優先事項。香港特區政府批評任何企圖干預司法程序都是破壞法治，應受譴責。

黎崇恩社交平台表示，感謝施紀賢表態要求釋放黎智英。他指其父即將77歲，已在最高戒備的監獄單獨囚禁近4年，只因為他在香港和平地提倡民主。黎崇恩稱，父親的健康狀況大幅惡化，促請施紀賢將說話化為實際行動，拯救黎智英。//

【中英角力｜英外相周五訪問中國兩天   施紀賢上台後首次要求釋放黎智英】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/中英角力｜英外相周五訪問中國兩天/

#中英角力 #中英關係 #工黨政府 #施紀賢 #林德偉 #英國外相 #黎崇恩 #黎智英 #追新聞 #thechaser 
========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
☕️ ko-fi｜https://ko-fi.com/thechasernews",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,17,Thursday,17:48:00,britonshk,"【英國新舊首相國會交鋒 談及外相訪華籲釋放黎智英】

英國外相林德偉將於周五（17日）應中國外長王毅邀請首次訪華兩天，此前，新舊首相在國會交鋒，前首相辛偉誠就外相訪華及國安問題等，向現任首相施紀賢提出質詢，辛偉誠問及外相會否就近日中國在台海的軍事升級譴責中國，及會否向當局要求釋放《壹傳媒》創辦人黎智英。施紀賢直言與中國仍有貿易等合作，但會就人權及價值觀問題向中方提出質疑，又指敦促香港釋放黎智英是政府的優先事項，外相亦會在與王毅的會晤中提出此案。

中國日前在台灣國慶後派海軍繞台軍演，辛偉誠指中國無端進行具侵略性和威脅性的軍事演習，令盟友感到關切，加上有報道指英國外交部干預叫及要求押後台灣前總統的訪英行程，他要求首相施紀賢確認外相林德偉在前往北京會談時，譴責中國在台灣海峽的危險升級行為。

全文：https://points-media.com/xu99
-------------
📌 支持《棱角 The Points》亂世求真，贊助我們運作：
points-media.com/supports
📌 報料、投稿：
info@points-media.com
📌 緊貼《棱角 The Points》24小時零死角：
Facebook: @thepoints.global
Instagram | Telegram | Twitter: @points_global
Youtube: youtube.com/@thepointsglobal?sub_confirmation=1
Whatsapp Channel: https://rb.gy/cwvrw",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,17,Thursday,14:47:36,britonshk,"📝🇬🇧 英國大學校監及校長聯署促請政府授予BNO港人本地生學費資格

今天，六位現任及前任英國大學校監及校長聯署致函英國教育大臣方佩芝議員（Bridget Phillipson MP），促請向在英國居滿三年的BNO香港人授予本地生學費資格。相關校監及校長為：前牛津大學校監、最後一任香港總督、香港監察贊助人彭定康勳爵（Lord Patten）；格林威治大學校監Lord Boateng；般尼茅夫大學創校校監、前利物浦希望大學校監、皇家護理學院榮譽副院長Baroness Cox；杜倫大學校長暨院長Professor Karen O’Brien；伯明翰大學校長暨院長Professor Adam Tickell；雅息士大學校長Professor Anthony Forster；李斯特大學校長Professor Nishan Canagarajah。

聯署校監及校長在信中指出，拓展本地生學費資格至BNO港人不但是道義上的正確決定，而且有合理的經濟根據。大學畢業生平均每年比非畢業生多賺10,000英鎊，而99%BNO港人計劃留在英國，取得英國公民身分，因此容許BNO港人負擔到讀英國大學有助提高未來數十年的稅收。

這封信承接香港監察早前在9月10日寄給教育大臣的信函，該信獲近千名BNO港人簽署，並獲十位國會兩院議員支持。

9月17日，香港監察收到教育部要求與大臣會面的確認書，但截至10月15日，我們尚未聽到任何進一步確認已答應會面的消息。

[信函全文](https://static1.squarespace.com/static/58ecfa82e3df284d3a13dd41/t/670fd796401725763551cf37/1729091478554/Bridget+Phillipson+MP.pdf)

前牛津大學校監、香港監察贊助人、前港督彭定康勳爵表示：

「我擔任牛津大學校監21年後卸任，期間主持過無數入學禮和畢業禮，見證一代又一代的學生運用大學教育給予他們的技能和知識，取得偉大成就。我深深希望成千上萬現居英國的年輕BNO港人能夠與歐盟學生及其他基於人道理由抵英的學生一樣，享有本地生學費資格，從而有機會做同樣的事情。

2020年，工黨表示上屆政府決定不向BNO港人授予本地生學費資格『似乎是錯的』。我同意這個評價。他們現在有權力糾正這個錯誤，我希望新任教育大臣能夠向在英國居滿三年的BNO港人授予本地生學費資格。」 
 
#HongKongWatch #香港監察

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,16,Wednesday,20:00:58,britonshk,"// 英國廣播公司長壽專訪節目《HARDtalk》素來以尖銳提問及探討敏感議題見稱，主持人薩克爾（Stephen Sackur）在社交平台表示，BBC將於明年結束節目，形容是對BBC及所有相信獨立、嚴謹、深度新聞的人士而言一個「令人傷感的消息」。

香港政界人士近年先後受邀《HARDtalk》訪問，香港行政會議成員湯家驊2020年於節目上談論「港區國安法」立法、前香港眾志創黨主席羅冠聰去年受訪講述在港家人被港警帶走調查的感受，及後新民黨立法會議員李梓敬、行政會議召集人葉劉淑儀也分別受訪。//

【BBC縮皮｜專訪節目《HARDtalk》將結束   主持人：令人傷感的消息   羅冠聰湯家驊葉劉曾受訪】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/bbc縮皮專訪節目hardtalk將結束主持人令人傷感/

#HARDtalk #薩克爾 #BBC #湯家驊 #羅冠聰 #追新聞 #thechaser 
========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
🔗 網站｜https://thechasernews.co.uk/
📺 YouTube｜https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
☕️ ko-fi｜https://ko-fi.com/thechasernews",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,16,Wednesday,17:56:33,britonshk,"// 英國外相林德偉（David Lammy）料於本周出訪中國，恢復兩國貿易與投資方面對話。《衞報》報道，英國多名國會議員去信林德偉，促請他訪華期間提出人權問題，並對中國「單方面改變台灣現狀」表達關注。另外，香港監察（Hong Kong Watch）、香港民主委員會（HKDC）等23個組織發聯合聲明，呼籲林德偉提出對《基本法》23條的憂慮、關注海外港人領取強積金、及壹傳媒創辦人黎智英的狀況等。

各組織亦希望林德偉處理中國不承認BN(O)護照的問題，這導致港人無法提取強積金，「外相應強調BN(O)護照是由英國政府發出、有效的旅遊證件及身份證明」。聲明指出，林德偉應向中國表達強烈訊息，侵害人權是有代價，同時應採取措施保護流亡港人的權利和自由。//

【中英角力｜英國會議員籲林德偉訪華提出人權問題   英貿易大臣：不跟隨歐盟對中國電動車加關稅】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/中英角力英國會議員籲林德偉訪華提出人權問題/

#中國電動車 #中英角力 #中英關係 #林德偉 #關稅 #韋諾韜 #追新聞 #thechaser 
========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
☕️ ko-fi｜https://ko-fi.com/thechasernews",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,16,Wednesday,6:12:05,britonshk,"🌳細葉榕問卷要你幫拖‼️🌳

我哋進行緊在英香港語文教育調查，旨在了解英國港人社群對香港語文教育嘅睇法、經驗同期望。

你嘅意見非常重要，問卷預計需時約8-15分鐘，所有回應都會嚴格保密，感謝大家支持！

問卷連結：
https://forms.gle/p8DjVoUZUtxteHui8",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,16,Wednesday,1:10:26,britonshk,"【當年今日｜反修例回顧】2019年10月16日：視像宣讀《施政報告》、岑子杰再遇襲
https://bit.ly/4863Wa0",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,15,Tuesday,20:32:42,britonshk,"// 由港人倡議組織「重光團隊」（Fight for Freedom. Stand with Hong Kong）支持成立的英國國會跨黨派香港小組（All-Party Parliamentary Group on Hong Kong, APPG on Hong Kong），周二（15日）於國會新會期重新成立，並展開新一屆會期首個倡議工作，主要針對中國持續侵蝕英國大學的學術自由。小組將會透過關注由中共政權操控的孔子學院針對中國學生攻擊港人示威的狀況。//

【英國國會跨黨派香港小組換屆重新成立   「重光團隊」關注中共持續侵蝕大學學術自由】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/英國國會跨黨派香港小組換屆重新成立/

#英國 #國會跨黨派香港小組 #APPG #香港 #學術自由 #TheChaser #追新聞
========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join
《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。
優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/
報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
🔗 網站｜https://thechasernews.co.uk/
📺 YouTube｜https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
💬 Telegram Channel｜https://t.me/the_chaser_news
☕️ ko-fi｜https://ko-fi.com/thechasernews",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,15,Tuesday,18:41:04,britonshk,"在英港人使用情緒健康服務調查 
Survey on accessing mental health services in the UK

英國港僑協會正與Thrive LDN合作進行一項重要調查，旨在了解移英港人在英國使用情緒健康服務的體驗，尤其是在使用本地或港人服務時所遇到的困難和種種限制。您的經歷將有助我們與英國政策制定者探討本地情緒健康服務對港人支援不足的改善方針！

問卷調查網址: https://www.surveymonkey.com/r/HKB_ThriveLDNsurvey2024

所有資料均會保密及匿名處理

截止日期：2024年10月20日（星期日）

如有查詢，歡迎電郵至: Hongkongersinbritain@protonmail.com

Hongkongers in Britain is currently conducting a survey in collaboration with Thrive LDN to gain insights into Hongkongers' experience of accessing mental health services in the UK. We would like to gather your feedback on struggles and challenges you encountered when accessing local or Hongkonger services. Your valuable input will then be used to formulate recommendations for policymakers to improve Hongkongers' accessibility to mental health services.

Survey link: https://www.surveymonkey.com/r/HKB_ThriveLDNsurvey2024

All data will be treated as confidential within HKB and all records are anonymised.

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,15,Tuesday,16:35:14,britonshk,"🔍 互動法庭：有你做陪審員，判決會否改寫？(諾定咸活動)

請在11月17日前填寫以下 Google 表格報名參加。

https://forms.gle/QFC5hdj6heWbm9eH6

自香港實施國安法以來，社會氛圍急劇變遷，47人案成為了國際最具爭議的審訊之一，牽動無數港人，使我們無法置身事外。

透過這宗案件，讓我們思考一個問題：要有一個公平公正的司法制度，社會要有什麼條件呢？這些條件，離我們有多遠？而
這宗案件如有你的參與，結局會否不一樣？

🛎️活動重點：
1️⃣ 模擬47人案的審訊處境：參加者以旁聽席人士角度，重溫案件重點
2️⃣ 親身扮演陪審團角色：現場將隨機抽選三組觀眾，擔任「陪審員」，參與對案件的判決。

日期：11月23日
地點：National Justice Museum NG1 1HN
時間：13:30開場
名額：限100人參加，免費入場
語言：廣東話

免費參加，但由於場地租金昂貴，如你已報名但無法到場，請提前通知。當天活動現場將設有現金捐款箱，歡迎有心人士支持。

Date: November 23, 2024 (Saturday)
Location: Civil Courtroom, National Justice Museum NG1 1HN
Time: 13:30 (one session only)

文宣來源：[思諾港](https://www.facebook.com/share/p/rPf9hFkqm8gq3BY2/)

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,15,Tuesday,11:00:38,britonshk,"【台灣前總統蔡英文訪歐 呼籲港府釋放黎智英】

📌全文：[連結](https://photonmedia.net/tsai-jimmy/)

台灣前總統蔡英文目前出訪歐洲，昨（14日）於捷克首都布拉格出席一個論壇後受訪，呼籲香港政府釋放「壹傳媒」創辦人黎智英。黎智英兒子黎崇恩亦有出席論壇，表示希望英外相下周訪華時，向中國政府提及黎智英案件。「對中政策跨國議會聯盟」聯合主席則指出，國際社會有道德責任幫助為自由奮鬥的人。

「他們（香港政府）應該釋放他（黎智英）」，蔡英文在布拉格接受《美國之音》訪問時說。蔡昨日在捷克首都布拉格出席第28屆「公元2000論壇」民主會議並發表演說，在演說後受訪時提及黎智英，呼籲港府釋放他。

76歲的英國公民黎智英被控兩項串謀勾結外國勢力罪及一項串謀發布煽動刊物罪，法庭於今年7月裁定三罪表面證供成立，案件將於下月20日續審，他預計將出庭自辯。《美國之音》報道指這些指控被廣泛視為具有政治動機，黎智英兒子黎崇恩受訪表示，希望英國外相林德偉 （David Lammy）下周訪華時向中國政府提及黎智英的案件。

｜IPAC聯合主席：談論黎智英非常重要 因為這清楚地反映了香港情況

在論壇上，斯洛伐克籍歐洲議會議員萊克斯曼（Miriam Lexmann）指出，歐盟應該在推動黎智英獲釋方面，採取更積極行動。她同時也是「對中政策跨國議會聯盟」（IPAC）聯合主席，「談論黎智英非常重要，因為這清楚地反映了香港的情況。而現在最關鍵的，是我們作為歐洲人來提出香港相關問題」。

萊克斯曼續指，黎智英案件特別重要，因為他本可離開香港，卻選擇留下來捍衛自由，「他決定留下並承受苦難，只為展示香港正在發生的事情，我們有道德責任幫助那些為自由奮鬥的人（We have a moral responsibility to help those who fight for freedom worldwide）」。

黎智英的案件將於下月續審，黎崇恩認為現在是各國政府對香港和中國施加壓力、促使黎智英獲釋的重要時刻，「我的目標是他盡快獲釋，因為以他的年紀，隨時可能去世（My goal is to release him as soon as possible because at his age, he could die at any moment）」。

#蔡英文 #黎智英 #黎崇恩

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,15,Tuesday,6:12:04,britonshk,"🇬🇧《寧化飛灰》十一月英國上映🔥

《寧化飛灰》是一部獲獎紀錄片，探討了記者在極權政權下報導時所面臨的情感和道德掙扎。透過2019年香港抗議活動的鏡頭，該片捕捉了捍衛新聞自由的高昂代價。我們很高興能將這部影片帶到英國，並在曼城、利物浦、諾丁漢、伯明翰和倫敦進行放映。放映活動隨後會有與導演進行現場問答互動環節。

11月9號 曼城 
11月10號 利物浦 
11月16號 諾定咸
11月17號 伯明翰
11月23號 倫敦

由即日起至10月26日都有早鳥優惠🫂
請大家都幫手宣傳多多支持🙌🏻

https://www.eventbrite.com/cc/rather-be-ashes-than-dust-uk-screening-2024-3739789

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,14,Monday,23:11:49,,"做下打手
歡迎大家share 出去～

有關香港2019年嘅得獎紀錄片「寧化飛灰」
嚟緊11月會係英國5個城市放映

11/9 曼城 
11/10 利物浦 
11/16 諾丁漢
11/17 伯明翰
11/23 倫敦

由即日起至10月26日都有早鳥優惠🫂
請大家都幫手宣傳多多支持🙌🏻
電影放映後會有導演現場Q&A 

https://www.eventbrite.com/cc/rather-be-ashes-than-dust-uk-screening-2024-3739789",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,14,Monday,18:27:10,britonshk,"五年前
**2019.10.14 香港人權民主法案集氣大會**

#香港人權民主法案 #集會
#反送中5週年 #反送中 #毋忘2019 #毋忘抗爭 #當年今日",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,14,Monday,18:23:45,britonshk,"//台灣總統賴清德上周四（10日）發表上任以來首份「雙十」演說，強調中華人民共和國無權代表台灣後，中國解放軍周一（14日）舉行中國首艘航空母艦遼寧號以及火箭軍參與的環台軍事演習，但維持一日即結束。被稱為中國「第二海軍」的中國海警亦首度展開環台巡航。台灣嚴陣以待，國防部下令戰機軍艦按接戰規則對應，台灣自行研製的「雄風二型」及「雄風三型」反艦導彈待命。台灣海巡署巡防艇監控驅離4艘被指進入馬祖海域限制水域的中國海警船。

美國、日本、歐盟對中國無預警軍演表示關注。美國國務院批評中方以軍事挑釁回應台年度雙十演說，做法不合理，或引發局勢升級。日本新任首相石破茂指台海和平安全是區內極其重要的問題。歐盟發表聲明批評中方軍演進一步推高台海緊張形勢，強調維持台海現狀對歐盟具直接利益。//

【台灣雙十節｜解放軍1日無預警環台軍演被指零實彈射擊 美歐日關注 學者：演習受限免刺激美大選】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/台灣雙十節｜解放軍1日無預警環台軍演被指零實彈/

#中國海警 #反艦導彈 #歐盟 #火箭軍 #環台軍演 #美國大選 #遼寧號 #追新聞 #thechaser 
========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
☕️ ko-fi｜https://ko-fi.com/thechasernews",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,14,Monday,18:02:28,britonshk,"公告：獎學金申請期限將延長兩星期

為咗可以令到獎學金得獎者得到更加全面嘅支援，我哋決定新增「細葉榕讀書會」為新嘅得獎內容。目標係透過定期同同道研討世界精選篇章，一齊精進對於公民社會嘅理解，改善自己嘅文化身分傳承規劃。

由於得獎內容變動，是次獎學金嘅申請期限將延長兩星期，新的截止日期為：

27/10/2024 2359


已經提交申請資料嘅同學，可於延長期間再次遞交申請資料，我們將以最新收到嘅版本作準。",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,14,Monday,6:12:04,britonshk,"【香港本色倫敦放映會】

《香港本色》由德國政治學家、香港本土主義研究專家馬寶康博士執導，係一部紀錄香港本土主義以及香港獨立運動發展脈落嘅紀錄片，歷時三年嘅拍攝過程期間經歷咗反水貨光復行動、魚蛋革命、2016年立法會選舉，最後記錄反送中運動，並記錄低梁天琦、黃台仰兩位本土派領袖嘅經歷以及自述領袖，包括由選舉勝利至入獄或流亡嘅心路歷程，並探討反抗嘅代價、自我犧牲及家嘅意義。
喺2019年反送中運動期間再次響起三年前本土民主前線發言人梁天琦競選口號「光復香港時代革命」。

五年過後，大家對呢個口號仍然有唔同想像，期望大家喺睇完《香港本色》後，能夠對呢句口號嘅前世今生有更多嘅理解。

日期： 2024年10月19日（星期六）
時間： 下午2:30至4:30
名額：122人
地點： Imperial College London, The Skempton Building, South Kensington, London, SW7 2AZ
分享嘉賓：劉祖迪 Finn Lau

報名表格：https://docs.google.com/forms/d/e/1FAIpQLSfRawukBEFk2sQEHGRC2hKJoBmyb5pIqbABtzz3EB_SzMsfbQ/viewform",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,13,Sunday,18:41:05,britonshk,"🌳細葉榕問卷要你幫拖‼️🌳

我哋進行緊在英香港語文教育調查，旨在了解英國港人社群對香港語文教育嘅睇法、經驗同期望。

你嘅意見非常重要，問卷預計需時約8-15分鐘，所有回應都會嚴格保密，感謝大家支持！

問卷連結：
https://forms.gle/p8DjVoUZUtxteHui8",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,13,Sunday,16:55:44,britonshk,"// 英國國家統計局（Office for National Statistics, ONS）最近公佈英國最新人口統計，截至2023年中，英國約有6,830萬人口，按年增加66.2萬，也是自1971年以來最大按年增幅。//

【圖解DATA｜英國人口按年升1％至6800萬   增長主要由移民帶動】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/圖解data英國人口按年升1％至6800萬/ 

#圖解DATA #英國人口 #英國 #移民 #TheChaser #追新聞
===========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
🔗 網站｜https://thechasernews.co.uk/
📺 YouTube｜https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
💬 Telegram Channel｜https://t.me/the_chaser_news
☕️ ko-fi｜https://ko-fi.com/thechasernews",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,13,Sunday,6:12:04,britonshk,"🛎️ 🌳獎學金申請最後召集‼️🛎️

喺英國讀大學嘅你，想承傳香港身分同文化但無從入手？而家立即申請細葉榕獎學金，我哋會協助你實踐你心目中嘅香港計劃。

得獎者將會獲得：
- £3,125獎學金
- 三個專屬師友講座
- 一年公民社會師友配對計劃

立即申請：
https://scholarship.bonhamtreeaid.org/

關注我們的教育計劃：
https://www.instagram.com/bonhamtree.sch

有興趣嘅朋友或者你認為你哋身邊有朋友合適就記得快啲提佢哋申請啦🙏🏼🙇🏻‍♂️🙌🏼

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,12,Saturday,6:12:04,britonshk,"🇬🇧［一文睇清👁英國政黨會點樣繼續支持香港？］

//新一屆國會任期剛剛開始，大家又覺得英國政黨仲可以做啲咩支持香港以及在英港人？佢哋又做得夠唔夠？
留言話俾我哋知道！

| 跨黨派繼續支持香港共識 |
香港及BN(O)計劃，一直係英國政壇少數得到所有黨派支持嘅議題，目前為止沒有任何一位國會議員曾公開發言反對支持香港同埋BN(O)。

We went through @v4hk.uk community-wide pledge responses and UK major political parties’ manifestos so you don’t have to - who is promising to stand with Hongkongers’ fight for freedom in this parliamentary term and what will they do?

👆🏻We urgently need to hold Hong Kong authorities complicit in undermining Hong Kong autonomy accountable, empower our community and protect Hongkongers living in the UK. With the launch of BN(O) scheme, the UK has now became the home of the largest Hong Kong diaspora living abroad. So what are the UK political parties proposing?

as one of organisations on #voteforhongkong’s advisory board, we thank @v4hk.uk team efforts for urging the party candidates to sign the pledge to support our cause.

#centuriesofconnection #letsfindstrengthineachother🤝🏻 
#standwithhk 🏴 //

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",True
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,12,Saturday,0:26:11,britonshk,"🌳細葉榕問卷要你幫拖‼️🌳

我哋進行緊在英香港語文教育調查，旨在了解英國港人社群對香港語文教育嘅睇法、經驗同期望。

你嘅意見非常重要，問卷預計需時約8-15分鐘，所有回應都會嚴格保密，感謝大家支持！

問卷連結：
https://forms.gle/p8DjVoUZUtxteHui8",True
