Group Name,Year,Month,Date,Weekday,Time,Who,Chat Content,Does Not Contain Keyword
Nottingham 🇬🇧港人互助區,2024,October,14,Monday,16:01:19,homelala,"我認我笑位比較低。不過呢個Go back to China 真係好笑

https://youtu.be/n0BW7P9yiPU?si=PdYcAkFlXOt7me2v",True
Nottingham 🇬🇧港人互助區,2024,October,13,Sunday,20:09:15,GetALifeLa,,True
Nottingham 🇬🇧港人互助區,2024,October,13,Sunday,18:16:55,GetALifeLa,"有香港人參加咗個MMA慈善比賽11月22號係Derby DE24 3DH，幫香港監察籌款。大會要求參加者要籌到£50同賣出十張飛先可以打比賽。

現在已經有8人買了票。
還欠兩票

如果想去睇，大家要盡快買飛，10月14日前不足夠10票，正仔無得打。 記得打 Siu

想請大家幫個忙🙏，分享這個以下阿正的連接👇🏻及訊息給有興趣去睇嘅朋友。記得打 Siu

https://www.ultratickets.co.uk/events/ultra-mma-derby-burton-22-11-2024/?fbclid=IwZXh0bgNhZW0CMTEAAR3sugOLjrqqrQfRWZcTVzlX1bKQ9cz3z8_Dpgkj1ex76Kn1OmtsGsd_CGY_aem_SJ0RHKNfC6lKLZLt9RDP-A",True
Nottingham 🇬🇧港人互助區,2024,October,13,Sunday,12:32:10,chemchemday,https://www.threads.net/@dse.chemistry.chemchemday/post/DBCiv1aILsA?xmt=AQGzEdrO4zZTEyStp5BAW3Bq6-q_317nU784TlNDZfqyFg,True
Nottingham 🇬🇧港人互助區,2024,October,13,Sunday,10:21:25,homelala,"今日14:30 同呼吸💛

https://www.instagram.com/p/DA9QHckABc9/?igsh=MXB4cWx1cnJpbDRmYQ==",True
Nottingham 🇬🇧港人互助區,2024,October,10,Thursday,14:00:29,,大家今日燒死咗咪？,True
Nottingham 🇬🇧港人互助區,2024,October,10,Thursday,9:51:40,GroupHelpBot,Welcome bo liu!,True
Nottingham 🇬🇧港人互助區,2024,October,10,Thursday,4:24:24,homelala,"https://youtu.be/MGf9GoFmvss?si=m19jhdVycCR3TnfI

#113 國慶
#自由民主和平
#臺灣加油
#臺灣新世界
#世界新臺灣
🥳👍🏼🥳👍🏼🥰👍🏼",True
Nottingham 🇬🇧港人互助區,2024,October,9,Wednesday,23:36:57,MMCDR,有房出租,True
Nottingham 🇬🇧港人互助區,2024,October,9,Wednesday,12:53:10,arrowkong,https://www.instagram.com/p/DA5i9Eguf2c/?igsh=MTNqbHJncnZqMGNvNw==,True
Nottingham 🇬🇧港人互助區,2024,October,8,Tuesday,22:00:27,homelala,有少少遠，不過都想推下俾大家🙇🏻‍♂️,True
Nottingham 🇬🇧港人互助區,2024,October,8,Tuesday,21:59:16,homelala,https://www.facebook.com/share/p/i4SLBNQjSQBmx4Pj/?,True
Nottingham 🇬🇧港人互助區,2024,October,8,Tuesday,21:59:06,homelala,https://www.facebook.com/share/p/i4SLBNQjSQBmx4Pj/?,True
Nottingham 🇬🇧港人互助區,2024,October,7,Monday,16:42:37,homelala,"中國近代史，誰是國父、誰是祖國、誰是賊匪⋯⋯
係我地呢代香港人要好好認清，唔好俾騙徒令大家混淆嘅功課📚😂",True
Nottingham 🇬🇧港人互助區,2024,October,7,Monday,9:55:59,homelala,"如果未join : 

https://t.me/c/1943827743/1",True
Nottingham 🇬🇧港人互助區,2024,October,6,Sunday,17:25:48,UK852Gardens,"各位谷友大家好🤗
本人提供Nottingham，Derby及周邊地區
花園護理 花園造景
草皮護理
花園工程
花園鋪磚
花園平台搭建
花園清理
高壓水槍清潔
植物病蟲害處理等服務
歡迎查詢
另外 如對園藝方面 有任何疑難
歡迎DM提問 樂意解答
Facebook: https://www.facebook.com/852Gardens
IG:  https://instagram.com/852gardens
Signal或WhatsApp: +44 7933688099",True
Nottingham 🇬🇧港人互助區,2024,October,5,Saturday,14:55:27,arrowkong,,True
Nottingham 🇬🇧港人互助區,2024,October,3,Thursday,13:14:56,,"「新樓與舊樓的驗樓指南：
從RICS測量報告到Snagging檢查」

簡介：
無論是新樓還是舊樓，驗樓都是購房過程中的關鍵環節。在本講座中，我們將深入探討RICS測量報告的三個層級，以及這些報告如何幫助買家評估舊樓的狀況。講座將涵蓋如何根據不同需求選擇合適的測量師，使買賣過程中最大限度地保護自己的投資。

同時，介紹新樓的Snagging檢查範圍，幫助你了解如何確保新建房屋的施工質量。

歡迎報名
https://forms.gle/AGc635J6X4dVhhyP8

#hkpcic #surveyors #snagging #rics #買賣樓宇須知 #香港專專業人士協會 #測量師 #網上講座",True
Sheffield🇬🇧港人互助區,2024,November,1,Friday,12:07:39,,https://youtu.be/6cgy8YvL00A?si=sQKZxUFOuL6EYS1O,True
Sheffield🇬🇧港人互助區,2024,October,29,Tuesday,11:39:59,,https://youtu.be/n4Flcllu9WA?si=N86TpoJ6WeJkN0YG,True
Sheffield🇬🇧港人互助區,2024,October,27,Sunday,17:05:29,,,True
Sheffield🇬🇧港人互助區,2024,October,27,Sunday,17:05:17,,,True
Sheffield🇬🇧港人互助區,2024,October,27,Sunday,17:04:49,,農曆年Sheffield 有粵劇呀,True
Sheffield🇬🇧港人互助區,2024,October,25,Friday,11:19:47,,https://youtu.be/8i9r7jBoIFw?si=2zJX8LEjAlpah8N0,True
Sheffield🇬🇧港人互助區,2024,October,24,Thursday,14:23:11,junn1gram,是咪要搞搞佢,True
Sheffield🇬🇧港人互助區,2024,October,24,Thursday,14:22:24,junn1gram,,True
Sheffield🇬🇧港人互助區,2024,October,24,Thursday,14:22:18,junn1gram,對上一次收Gas已經係8月,True
Sheffield🇬🇧港人互助區,2024,October,24,Thursday,14:21:49,junn1gram,突然發覺Octopus一直show唔到Gas個reading,True
Sheffield🇬🇧港人互助區,2024,October,24,Thursday,0:41:24,lee_cheongsan,,True
Sheffield🇬🇧港人互助區,2024,October,22,Tuesday,18:17:10,MiniCxx,,True
Sheffield🇬🇧港人互助區,2024,October,22,Tuesday,11:07:30,,https://youtu.be/O_FnItqO6nM?si=xk7Zqp3SVVc53GGs,True
Sheffield🇬🇧港人互助區,2024,October,20,Sunday,1:41:14,edmondyml,,True
Sheffield🇬🇧港人互助區,2024,October,19,Saturday,13:13:19,,有時間去睇呢個展覽,True
Sheffield🇬🇧港人互助區,2024,October,17,Thursday,10:39:51,,https://youtu.be/i-qpSeBzcyw?si=4aIYSEp9ar17OfKl,True
Sheffield🇬🇧港人互助區,2024,October,16,Wednesday,7:12:09,,,True
Sheffield🇬🇧港人互助區,2024,October,15,Tuesday,11:26:08,,https://youtu.be/sW7eqP53CBA?si=8i8es7BtNnMeA4YS,True
Sheffield🇬🇧港人互助區,2024,October,11,Friday,12:58:26,,https://youtu.be/q_FfPrnDDkQ?si=FgN9M-A5RKxrS6kE,True
Sheffield🇬🇧港人互助區,2024,October,8,Tuesday,11:37:13,,"住薄扶林的朋友仔睇下似唔似
https://youtu.be/75KlRM69eG4?si=_E1YGzikyhPW17Ag",True
Sheffield🇬🇧港人互助區,2024,October,4,Friday,11:08:32,,https://youtu.be/D5r9Fa80LDo?si=ZJhHOFwuykDoGjfb,True
真.IT人在英國,2024,November,1,Friday,10:13:29,Aqabu,https://youtu.be/6cgy8YvL00A?si=xQayea3rjJJbEV-e,True
真.IT人在英國,2024,October,29,Tuesday,10:44:11,Aqabu,https://youtu.be/n4Flcllu9WA?si=Ku-wil1jR2pMcEtX,True
真.IT人在英國,2024,October,29,Tuesday,0:14:33,kevinlaw1984,"on 9, 交成晚稅
我立即問稅局，佢話我文件吾齊。
咁我就同太太重申填好，我同太太加小朋友 父母就不用我拱 再交文件
再次收到信都係要交兩萬幾 有冇攪撚錯",True
真.IT人在英國,2024,October,25,Friday,13:52:38,GeraldG0,遲早都會，只係唔知幾時😅,True
真.IT人在英國,2024,October,25,Friday,11:57:08,Aqabu,https://youtu.be/8i9r7jBoIFw?si=TPiyCoELObfzBJAE,True
真.IT人在英國,2024,October,24,Thursday,11:36:01,ReStarYH,2.75 % 好大諗頭,True
真.IT人在英國,2024,October,22,Tuesday,13:27:20,Produnkcan,"英國利息將跌至2.75%, Goldeman Sachs預測 
https://hkmigrate.com/thread/3301729599331 
英國台 - 香港移民論壇",True
真.IT人在英國,2024,October,22,Tuesday,10:52:50,Aqabu,https://youtu.be/O_FnItqO6nM?si=quL9IlJx3BOgHI1A,True
真.IT人在英國,2024,October,17,Thursday,10:45:57,Aqabu,😂😂https://youtu.be/i-qpSeBzcyw?si=H060t5JkGIPgmPwy,True
真.IT人在英國,2024,October,16,Wednesday,2:29:06,kevinlaw1984,"7 x 24,冇甚麼作為
你做support 兩，三年評估自己發展路向",True
真.IT人在英國,2024,October,16,Wednesday,1:56:33,john_smith_hk,"<IT- infrastructure>
Shift Engineer

East London

£43,000 - £46,000 (OTE £65,000+) + Bonus + Travel Allowance + Training + Holidays + Technical Progression + Shift Pattern 4 on 4 off + Data Centre Industry + Progression + Healthcare + Pension

Join one of the biggest companies in the Data Centre industry worldwide as a Shift Engineer working on cabling and develop your career within exciting multi-million pound projects based in East London. Work for a company who will give you consistent training and development and will mould you to become great at what you do! You will be recognised as a specialist within the data centre industry working alongside an exceptional team.

Work closely with the senior managers who will pave the way for you to become highly skilled and knowledgeable in a multi billion pound industry. As a Shift Engineer you will become a key member of the team in London and ensure the cabling projects are complete to a high standard.

As A Shift Engineer You Will Have:

* Experience with fusion splicing, copper termination, and testing and fault-finding on all cable types
* Prior experience within the Telecommunications or Data Centre industry.
* City and Guilds qualification or BTec equivalent

Your Role As A Shift Engineer Will Include:

*  Installation, preparation, splicing and testing of single mode and multimode optic fibre
*  Testing and labelling all cable installations
* 4 days on / 4 days off, 12 hours night / day shift

Email at :Dea@futureengineer.co.uk",True
真.IT人在英國,2024,October,16,Wednesday,1:56:32,john_smith_hk,Children under,True
真.IT人在英國,2024,October,15,Tuesday,12:05:33,Aqabu,正！,True
真.IT人在英國,2024,October,15,Tuesday,12:05:31,Aqabu,https://youtu.be/sW7eqP53CBA?si=SFytvauVIA5yLW4v,True
真.IT人在英國,2024,October,15,Tuesday,1:48:55,zxc78w,如果你英文唔錯，可以考慮開高啲，因為曼城 IT 工多數用英文溝通。,True
真.IT人在英國,2024,October,13,Sunday,20:11:23,,"各位好👋，小弟20歲頭，IVE畢業，剛到步曼城，想揾份IT工。小弟有一年工作經驗，曾經於香港PCCW的NOC做7*24 Operator，人工大約係HKD$22,000。想問各位前輩搵工有冇建議？人工應該開幾多？",True
真.IT人在英國,2024,October,12,Saturday,2:17:55,kevinlaw1984,執10吾開就真,True
真.IT人在英國,2024,October,12,Saturday,2:17:40,kevinlaw1984,執10開16係呃九人,True
真.IT人在英國,2024,October,12,Saturday,2:17:08,kevinlaw1984,"香港點生活，正仆街
迫人走 所以勁多人破產
一係吾還以後吾番來",True
真.IT人在英國,2024,October,11,Friday,23:18:51,GeraldG0,唔係通常用 GitHub copilot?,True
真.IT人在英國,2024,October,11,Friday,22:18:59,zfanman,有無人用緊 Cursor AI gen code?,True
真.IT人在英國,2024,October,11,Friday,11:55:47,UsernameUndefined,"間間公司都搞大陸dev center
25k 都覺得你貴。。。",True
真.IT人在英國,2024,October,11,Friday,10:50:00,Aqabu,https://youtu.be/q_FfPrnDDkQ?si=28oinbrrbuvb7q--,True
真.IT人在英國,2024,October,8,Tuesday,11:17:06,Aqabu,"住薄扶林的朋友仔睇下似唔似
https://youtu.be/75KlRM69eG4?si=UppqFMVBYzBiqe-G",True
真.IT人在英國,2024,October,8,Tuesday,0:07:25,pp99811,有無人做過EXL?,True
真.IT人在英國,2024,October,7,Monday,1:59:58,kevinlaw1984,這幾年發生好多事，可恨我是兩歲來講 只能選擇加拿大。。。 英國已經冇運,True
真.IT人在英國,2024,October,7,Monday,1:58:11,kevinlaw1984,"我仲有幾個月就完成degree,但因為之前失業了大半年
已經同身邊家人關系好差",True
真.IT人在英國,2024,October,7,Monday,1:11:59,kevinlaw1984,你當返通宵,True
真.IT人在英國,2024,October,7,Monday,1:11:47,kevinlaw1984,yes,True
真.IT人在英國,2024,October,4,Friday,19:52:31,irapthegov,remote返香港咁係咪跟香港時間？,True
真.IT人在英國,2024,October,4,Friday,16:54:25,kevinlaw1984,以家想學Cloud,True
真.IT人在英國,2024,October,4,Friday,16:54:09,kevinlaw1984,我一早已轉了做system engineer,True
真.IT人在英國,2024,October,4,Friday,13:38:21,rexwongwh,加油,True
真.IT人在英國,2024,October,4,Friday,13:37:41,rexwongwh,人工起碼高一倍,True
真.IT人在英國,2024,October,4,Friday,13:37:18,rexwongwh,整返張 cert,True
真.IT人在英國,2024,October,4,Friday,13:36:59,rexwongwh,所以如果你仲諗住食Support條水， 你應該努力一啲做Network security,True
真.IT人在英國,2024,October,4,Friday,13:11:01,GeraldG0,最多人搵可能係 reset password? 😅,True
真.IT人在英國,2024,October,4,Friday,12:28:14,rexwongwh,基本上冇咩嘢做,True
真.IT人在英國,2024,October,4,Friday,12:28:03,rexwongwh,跟住仲要駁埋office 365,True
真.IT人在英國,2024,October,4,Friday,12:27:38,rexwongwh,"其實今時今日都冇乜support需要啦，以前又要搞Server又要砌機！ 而家最主要就係搞掂我VPN。 server都可以cloud, 一般Lenovo嗰啲枱頭或者Notebook都已經唔使點樣做嘢",True
真.IT人在英國,2024,October,4,Friday,12:26:15,rexwongwh,"Indeed,同香港冇分別",True
真.IT人在英國,2024,October,4,Friday,11:04:22,Aqabu,https://youtu.be/D5r9Fa80LDo?si=YHQqyYJaOf8HWD5W,True
真.IT人在英國,2024,October,4,Friday,7:58:25,GeraldG0,做 support 人工會低啲？,True
真.IT人在英國,2024,October,4,Friday,2:37:32,kevinlaw1984,senior....下滑到25K,True
真.IT人在英國,2024,October,4,Friday,2:37:10,kevinlaw1984,,True
真.IT人在英國,2024,October,4,Friday,1:19:03,kevinlaw1984,但最好就吾好,True
真.IT人在英國,2024,October,4,Friday,1:18:55,kevinlaw1984,其實都有不少人走數，移民走了,True
真.IT人在英國,2024,October,4,Friday,1:15:57,GeraldG0,唔知香港申請你破產會唔會搞到喺英國入唔到藉🙄,True
真.IT人在英國,2024,October,4,Friday,1:14:52,GeraldG0,應該唔太差啩,True
真.IT人在英國,2024,October,4,Friday,1:11:28,kevinlaw1984,問題英國搵工係點,True
真.IT人在英國,2024,October,4,Friday,1:09:33,kevinlaw1984,佢再迫我，我吾撚還 移民英國吾返來,True
真.IT人在英國,2024,October,4,Friday,1:08:49,kevinlaw1984,但最可恨仆街武漢害到要月拱還錢,True
真.IT人在英國,2024,October,4,Friday,1:05:03,kevinlaw1984,"係，我身邊都有部份朋友移民了 後先講出來 
但佢份工都係香港remote 做",True
真.IT人在英國,2024,October,4,Friday,0:59:19,GeraldG0,走啦，呢個谷應該都好多人走咗去英國,True
真.IT人在英國,2024,October,4,Friday,0:45:23,kevinlaw1984,已經係去到迫人走地步，物價高人工追吾到 已經假期改北上，因為比吾起香港消費,True
真.IT人在英國,2024,October,4,Friday,0:42:57,kevinlaw1984,"做番私人工作，好忙好chur
人工少了不少。。好辛苦
香港市道超差，工作要求高
人工就返跌。。。",True
真.IT人在英國,2024,October,3,Thursday,19:57:43,pp99811,應該都有一半啦至少,True
真.IT人在英國,2024,October,3,Thursday,19:54:52,Unknown,有幾多巴打喺倫敦?,True
真.IT人在英國,2024,October,3,Thursday,19:54:34,Unknown,https://www.google.com/amp/s/metro.co.uk/2024/09/30/putins-mouthpiece-warns-dictator-unleash-london-nuclear-attack-21704675/amp/,True
真.IT人在英國,2024,October,3,Thursday,7:23:00,GeraldG0,點解呀？,True
真.IT人在英國,2024,October,3,Thursday,2:40:46,kevinlaw1984,但做得吾係太開心,True
真.IT人在英國,2024,October,2,Wednesday,22:41:03,zfanman,有無人用AI gen REST endpoints?,True
真.IT人在英國,2024,October,2,Wednesday,11:25:08,GeraldG0,你覺得太少？😅,True
真.IT人在英國,2024,October,2,Wednesday,11:08:55,JKyyy,linked with my github profile and publications,True
真.IT人在英國,2024,October,2,Wednesday,10:18:28,kumamoto_fatyeah,siu4,True
真.IT人在英國,2024,October,2,Wednesday,4:21:34,cowmarket2begin,150k gbp tc😱,True
真.IT人在英國,2024,October,1,Tuesday,20:48:57,zfanman,有無人用緊Golang寫micro services?,True
BNO英國討論區,2024,October,30,Wednesday,18:39:13,GroupHelpBot,"Hi, 昂啾啾 滑凸🎤 謝謝加入，歡迎分享及討論有關BNO問題及移英生活，請訂閱",True
BNO英國討論區,2024,October,30,Wednesday,14:44:02,zfanman,#網上食熱狗 #偽社運友 #圍爐自瀆天下無敵 #縮喺後面無撚得輸 #食住花生等睇戲 #睇人仆街最開心 #熱狗入理大坐緊照屌 #食熱狗朋黨入建制唔屌 #私怨大過天 #耍無賴專家,True
BNO英國討論區,2024,October,30,Wednesday,9:27:55,zfanman,贏得？！,True
BNO英國討論區,2024,October,30,Wednesday,9:27:44,zfanman,,True
BNO英國討論區,2024,October,30,Wednesday,9:27:44,zfanman,特朗普喺賓州比起上次多咗近44萬票，而上次只輸8萬票，預測會大勝。有Elon Musk喺度坐陣，民主黨想「動L」會有啲難度~ 😁,True
BNO英國討論區,2024,October,30,Wednesday,7:20:42,World_1212,"👀👀👀👀

#澳洲 參議員揭露 #世界衛生組織 和 #聯合國 的兒童誘騙議程。

  我提請參議院注意 #聯合國、#世界衛生組織 目前試圖誘騙兒童的行為。這篇演講是我在「旁觀者線上」上發表的關於這個主題的長篇文章的一部分。

**  世界衛生組織為衛生和教育政策制定者制定了一個框架，稱為「****#歐洲**** 性教育標準」。就在上個月，世界衛生組織試圖將這項議程擴展到全世界，但目前未能獲得足夠的數據。**

**  聯合國不甘示弱，有一個補充框架，稱為「國際性教育指導」。世界衛生組織和聯合國首選的框架要求性教育從出生開始，並在國家而不是父母的指導下進行。**

  用他們自己的話來說，「這個框架旨在賦予兒童和年輕人權力，讓他們發展相互尊重的性關係。這些技能可以幫助兒童和年輕人與浪漫或性伴侶建立相互尊重和健康的關係。

  到 4 歲時，孩子將具備生物生殖和性知識，足以區分** 異性戀** 和 #同性戀 行為。並且他們將被教導關於同意的知識。 」

「到6歲時，兒童將接受有關性交、自慰和色情的教育。到9歲時，這些將被真正教授，目的是獲得成人知識，假設這些9歲的孩子已經有了第一次性接觸。 」

  好吧，他們現在會的。到12歲時，世界衛生組織將把所有這些知識置於適當的政治背景中。從而摧毀我們的孩子擁有充滿愛的一夫一妻制關係的機會。兒童是易受影響的，在他們早期的成長時期可能會留下終生的傷疤。

  成人性內容在兒童教育中沒有地位，就像這些怪物所提出的。
是時候離開聯合國及其機構已經成為的變態天堂了。

https://t.me/SGCovidChineseInfo/7275

#LGBTQ #變性 #性別議程",True
BNO英國討論區,2024,October,29,Tuesday,17:52:44,SangMata_BOT,User `1857420816` changed name from Cat 🐱 to Yee 🐱,True
BNO英國討論區,2024,October,29,Tuesday,11:38:26,,https://youtu.be/n4Flcllu9WA?si=N86TpoJ6WeJkN0YG,True
BNO英國討論區,2024,October,27,Sunday,16:34:53,GroupHelpBot,"Hi, 雯雯 謝謝加入，歡迎分享及討論有關BNO問題及移英生活，請訂閱",True
BNO英國討論區,2024,October,27,Sunday,12:26:33,zfanman,#社混垃圾 #慶祝國慶 #吹蕭盲粉 #瘋狂狙擊 #對賭裸跑 #打MMA #二抽一 #上律師樓 #誅心論 #柒完改戶口名過冷河 #縮骨友忽然話上擂臺 #千字文 #圍爐自瀆天下無敵 #佢話係就係 #批鬥煽動 #華人基因 #縮喺後面自稱有頭有面 #現實唔敢撻朵話係網上食熱狗之流 #明係戇鳩仔,True
BNO英國討論區,2024,October,27,Sunday,12:26:33,zfanman,#西環趕膠所 #專出社混垃圾 #何為行內 #狗針 #入埋建制 #探監扮代表 #見光死 #屈熱狗咁屈 #反共被屈共狗 #識事務者為永財 #訓喺度都贏 #無人識佢 #區佬唔係聖人,True
BNO英國討論區,2024,October,26,Saturday,10:32:21,World_1212,,True
BNO英國討論區,2024,October,26,Saturday,10:32:21,World_1212,,True
BNO英國討論區,2024,October,26,Saturday,10:32:20,World_1212,"**BOOOM!!! The BRICS Currency Note Presented to Putin: The BRICS Currency Note A Revolution in Motion**

The BRICS Currency Note**, presented to Vladimir Putin**, is set to be a game-changer in the global financial arena. BRICS Currency Note has emerged, signaling the BRICS nations’ intentions to challenge the supremacy of the U.S. Dollar as the world’s reserve currency. 

**BOOOOM!!! The BRICS Currency Note: A Game-Changer in the Global Financial Arena!**

https://amg-news.com/booom-the-brics-currency-note-presented-to-putin-the-brics-currency-note-a-revolution-in-motion/

[Share on 𝕏 (Twitter)    ](https://twitter.com/intent/tweet?url=https://amg-news.com/booom-the-brics-currency-note-presented-to-putin-the-brics-currency-note-a-revolution-in-motion/)

Join Us: https://t.me/AMGNEWS2022
View More News Here: https://amg-news.com",True
BNO英國討論區,2024,October,26,Saturday,4:25:05,,"The most dangerous food.

Join: @RevealedEye",True
BNO英國討論區,2024,October,25,Friday,11:18:44,,https://youtu.be/8i9r7jBoIFw?si=2zJX8LEjAlpah8N0,True
BNO英國討論區,2024,October,23,Wednesday,18:26:13,zfanman,,True
BNO英國討論區,2024,October,23,Wednesday,18:25:52,zfanman,"西環趕膠所出品 必屬""街""品 成班社混垃圾仆街仔 (道友蛋, BNO參軍吹蕭域, 本記渣數人JOYKWAN, 本記打手本小姐, 中大電郵, 蒸魚安, 李永財, ETC) 唔止做狗針 重有人搵食搵到入建制 佢果期選啱區攝入去訓喺度都嬴 事實我就係去天后區常客 我問十個 十個都唔識佢 照羸 講真 唔好撚以為選到做388泛民區佬=聖人 根本一樣可以係仆街冚家剷",True
BNO英國討論區,2024,October,23,Wednesday,10:49:16,,"Apple Iphone IOS update alert......what are they up to now!?

**Follow Us -> **[**Conspiracy Theory👤**](https://t.me/+JZpnx6pIckA2ZTUy)",True
BNO英國討論區,2024,October,22,Tuesday,13:26:34,Produnkcan,"英國利息將跌至2.75%, Goldeman Sachs預測 
https://hkmigrate.com/thread/3301729599331 
英國台 - 香港移民論壇",True
BNO英國討論區,2024,October,22,Tuesday,11:06:30,,https://youtu.be/O_FnItqO6nM?si=xk7Zqp3SVVc53GGs,True
BNO英國討論區,2024,October,22,Tuesday,2:44:37,World_1212,the french mocked Jesus during their pedo olympics... well Jesus was quick to respond... the french will be cursed FOREVER....,True
BNO英國討論區,2024,October,21,Monday,17:55:00,zfanman,,True
BNO英國討論區,2024,October,21,Monday,10:40:23,zfanman,"我認我笑位比較低。不過呢個Go back to China 真係好笑

https://youtu.be/n0BW7P9yiPU?si=PdYcAkFlXOt7me2v",True
BNO英國討論區,2024,October,20,Sunday,23:10:20,zfanman,deep state出大絕啦 一係暗殺 一係出千,True
BNO英國討論區,2024,October,20,Sunday,23:09:30,zfanman,"特朗普大炒賀大媽近20個百分點！🔥🔥🔥

上次民主黨做票有廢炎lockdown、shadow campaign、ballots harvesting... 「贏」得已經有啲勉強；今次乜都冇，可能得番Dominion，民主黨夠唔夠膽下下「動L」呢？ 🤔",True
