Group Name,Year,Month,Date,Weekday,Time,Who,Chat Content,CharCount,Processed Content
Nottingham 🇬🇧港人互助區,2024,October,13,Sunday,18:16:55,GetALifeLa,"有香港人參加咗個MMA慈善比賽11月22號係Derby DE24 3DH，幫香港監察籌款。大會要求參加者要籌到£50同賣出十張飛先可以打比賽。

現在已經有8人買了票。
還欠兩票

如果想去睇，大家要盡快買飛，10月14日前不足夠10票，正仔無得打。 記得打 Siu

想請大家幫個忙🙏，分享這個以下阿正的連接👇🏻及訊息給有興趣去睇嘅朋友。記得打 Siu

https://www.ultratickets.co.uk/events/ultra-mma-derby-burton-22-11-2024/?fbclid=IwZXh0bgNhZW0CMTEAAR3sugOLjrqqrQfRWZcTVzlX1bKQ9cz3z8_Dpgkj1ex76Kn1OmtsGsd_CGY_aem_SJ0RHKNfC6lKLZLt9RDP-A",363,"GetALifeLa: 有香港人參加咗個MMA慈善比賽11月22號係Derby DE24 3DH，幫香港監察籌款。大會要求參加者要籌到£50同賣出十張飛先可以打比賽。

現在已經有8人買了票。
還欠兩票

如果想去睇，大家要盡快買飛，10月14日前不足夠10票，正仔無得打。 記得打 Siu

想請大家幫個忙🙏，分享這個以下阿正的連接👇🏻及訊息給有興趣去睇嘅朋友。記得打 Siu

https |//www.ultratickets.co.uk/events/ultra-mma-derby-burton-22-11-2024/?fbclid=IwZXh0bgNhZW0CMTEAAR3sugOLjrqqrQfRWZcTVzlX1bKQ9cz3z8_Dpgkj1ex76Kn1OmtsGsd_CGY_aem_SJ0RHKNfC6lKLZLt9RDP-A"
Nottingham 🇬🇧港人互助區,2024,October,13,Sunday,10:21:25,homelala,"今日14:30 同呼吸💛

https://www.instagram.com/p/DA9QHckABc9/?igsh=MXB4cWx1cnJpbDRmYQ==",80,"homelala: 今日14 |30 同呼吸💛

https |//www.instagram.com/p/DA9QHckABc9/?igsh=MXB4cWx1cnJpbDRmYQ=="
Nottingham 🇬🇧港人互助區,2024,October,10,Thursday,14:00:29,,大家今日燒死咗咪？,9,nan: 大家今日燒死咗咪？
Nottingham 🇬🇧港人互助區,2024,October,9,Wednesday,23:36:57,MMCDR,有房出租,4,MMCDR: 有房出租
Nottingham 🇬🇧港人互助區,2024,October,8,Tuesday,22:00:27,homelala,有少少遠，不過都想推下俾大家🙇🏻‍♂️,19,homelala: 有少少遠，不過都想推下俾大家🙇🏻‍♂️
Nottingham 🇬🇧港人互助區,2024,October,7,Monday,16:42:37,homelala,"中國近代史，誰是國父、誰是祖國、誰是賊匪⋯⋯
係我地呢代香港人要好好認清，唔好俾騙徒令大家混淆嘅功課📚😂",52,"homelala: 中國近代史，誰是國父、誰是祖國、誰是賊匪⋯⋯
係我地呢代香港人要好好認清，唔好俾騙徒令大家混淆嘅功課📚😂"
Nottingham 🇬🇧港人互助區,2024,October,7,Monday,9:55:59,homelala,"如果未join : 

https://t.me/c/1943827743/1",39,"homelala: 如果未join  | 

https |//t.me/c/1943827743/1"
Sheffield🇬🇧港人互助區,2024,October,27,Sunday,17:04:49,,農曆年Sheffield 有粵劇呀,17,nan: 農曆年Sheffield 有粵劇呀
Sheffield🇬🇧港人互助區,2024,October,24,Thursday,14:23:11,junn1gram,是咪要搞搞佢,6,junn1gram: 是咪要搞搞佢
Sheffield🇬🇧港人互助區,2024,October,24,Thursday,14:22:18,junn1gram,對上一次收Gas已經係8月,13,junn1gram: 對上一次收Gas已經係8月
Sheffield🇬🇧港人互助區,2024,October,24,Thursday,14:21:49,junn1gram,突然發覺Octopus一直show唔到Gas個reading,30,junn1gram: 突然發覺Octopus一直show唔到Gas個reading
Sheffield🇬🇧港人互助區,2024,October,19,Saturday,13:13:19,,有時間去睇呢個展覽,9,nan: 有時間去睇呢個展覽
Sheffield🇬🇧港人互助區,2024,October,8,Tuesday,11:37:13,,"住薄扶林的朋友仔睇下似唔似
https://youtu.be/75KlRM69eG4?si=_E1YGzikyhPW17Ag",62,"nan: 住薄扶林的朋友仔睇下似唔似
https |//youtu.be/75KlRM69eG4?si=_E1YGzikyhPW17Ag"
真.IT人在英國,2024,October,29,Tuesday,0:14:33,kevinlaw1984,"on 9, 交成晚稅
我立即問稅局，佢話我文件吾齊。
咁我就同太太重申填好，我同太太加小朋友 父母就不用我拱 再交文件
再次收到信都係要交兩萬幾 有冇攪撚錯",78,"kevinlaw1984: on 9, 交成晚稅
我立即問稅局，佢話我文件吾齊。
咁我就同太太重申填好，我同太太加小朋友 父母就不用我拱 再交文件
再次收到信都係要交兩萬幾 有冇攪撚錯"
真.IT人在英國,2024,October,25,Friday,13:52:38,GeraldG0,遲早都會，只係唔知幾時😅,12,GeraldG0: 遲早都會，只係唔知幾時😅
真.IT人在英國,2024,October,24,Thursday,11:36:01,ReStarYH,2.75 % 好大諗頭,11,ReStarYH: 2.75 % 好大諗頭
真.IT人在英國,2024,October,22,Tuesday,13:27:20,Produnkcan,"英國利息將跌至2.75%, Goldeman Sachs預測 
https://hkmigrate.com/thread/3301729599331 
英國台 - 香港移民論壇",88,"Produnkcan: 英國利息將跌至2.75%, Goldeman Sachs預測 
https |//hkmigrate.com/thread/3301729599331 
英國台 - 香港移民論壇"
真.IT人在英國,2024,October,17,Thursday,10:45:57,Aqabu,😂😂https://youtu.be/i-qpSeBzcyw?si=H060t5JkGIPgmPwy,50,Aqabu: 😂😂https |//youtu.be/i-qpSeBzcyw?si=H060t5JkGIPgmPwy
真.IT人在英國,2024,October,16,Wednesday,2:29:06,kevinlaw1984,"7 x 24,冇甚麼作為
你做support 兩，三年評估自己發展路向",35,"kevinlaw1984: 7 x 24,冇甚麼作為
你做support 兩，三年評估自己發展路向"
真.IT人在英國,2024,October,16,Wednesday,1:56:32,john_smith_hk,Children under,14,john_smith_hk: Children under
真.IT人在英國,2024,October,15,Tuesday,12:05:33,Aqabu,正！,2,Aqabu: 正！
真.IT人在英國,2024,October,15,Tuesday,1:48:55,zxc78w,如果你英文唔錯，可以考慮開高啲，因為曼城 IT 工多數用英文溝通。,33,zxc78w: 如果你英文唔錯，可以考慮開高啲，因為曼城 IT 工多數用英文溝通。
真.IT人在英國,2024,October,13,Sunday,20:11:23,,"各位好👋，小弟20歲頭，IVE畢業，剛到步曼城，想揾份IT工。小弟有一年工作經驗，曾經於香港PCCW的NOC做7*24 Operator，人工大約係HKD$22,000。想問各位前輩搵工有冇建議？人工應該開幾多？",106,"nan: 各位好👋，小弟20歲頭，IVE畢業，剛到步曼城，想揾份IT工。小弟有一年工作經驗，曾經於香港PCCW的NOC做7*24 Operator，人工大約係HKD$22,000。想問各位前輩搵工有冇建議？人工應該開幾多？"
真.IT人在英國,2024,October,12,Saturday,2:17:55,kevinlaw1984,執10吾開就真,7,kevinlaw1984: 執10吾開就真
真.IT人在英國,2024,October,12,Saturday,2:17:40,kevinlaw1984,執10開16係呃九人,10,kevinlaw1984: 執10開16係呃九人
真.IT人在英國,2024,October,12,Saturday,2:17:08,kevinlaw1984,"香港點生活，正仆街
迫人走 所以勁多人破產
一係吾還以後吾番來",31,"kevinlaw1984: 香港點生活，正仆街
迫人走 所以勁多人破產
一係吾還以後吾番來"
真.IT人在英國,2024,October,11,Friday,23:18:51,GeraldG0,唔係通常用 GitHub copilot?,21,GeraldG0: 唔係通常用 GitHub copilot?
真.IT人在英國,2024,October,11,Friday,22:18:59,zfanman,有無人用緊 Cursor AI gen code?,25,zfanman: 有無人用緊 Cursor AI gen code?
真.IT人在英國,2024,October,11,Friday,11:55:47,UsernameUndefined,"間間公司都搞大陸dev center
25k 都覺得你貴。。。",31,"UsernameUndefined: 間間公司都搞大陸dev center
25k 都覺得你貴。。。"
真.IT人在英國,2024,October,8,Tuesday,11:17:06,Aqabu,"住薄扶林的朋友仔睇下似唔似
https://youtu.be/75KlRM69eG4?si=UppqFMVBYzBiqe-G",62,"Aqabu: 住薄扶林的朋友仔睇下似唔似
https |//youtu.be/75KlRM69eG4?si=UppqFMVBYzBiqe-G"
真.IT人在英國,2024,October,8,Tuesday,0:07:25,pp99811,有無人做過EXL?,9,pp99811: 有無人做過EXL?
真.IT人在英國,2024,October,7,Monday,1:59:58,kevinlaw1984,這幾年發生好多事，可恨我是兩歲來講 只能選擇加拿大。。。 英國已經冇運,35,kevinlaw1984: 這幾年發生好多事，可恨我是兩歲來講 只能選擇加拿大。。。 英國已經冇運
真.IT人在英國,2024,October,7,Monday,1:58:11,kevinlaw1984,"我仲有幾個月就完成degree,但因為之前失業了大半年
已經同身邊家人關系好差",39,"kevinlaw1984: 我仲有幾個月就完成degree,但因為之前失業了大半年
已經同身邊家人關系好差"
真.IT人在英國,2024,October,7,Monday,1:11:59,kevinlaw1984,你當返通宵,5,kevinlaw1984: 你當返通宵
真.IT人在英國,2024,October,7,Monday,1:11:47,kevinlaw1984,yes,3,kevinlaw1984: yes
真.IT人在英國,2024,October,4,Friday,19:52:31,irapthegov,remote返香港咁係咪跟香港時間？,18,irapthegov: remote返香港咁係咪跟香港時間？
真.IT人在英國,2024,October,4,Friday,16:54:25,kevinlaw1984,以家想學Cloud,9,kevinlaw1984: 以家想學Cloud
真.IT人在英國,2024,October,4,Friday,16:54:09,kevinlaw1984,我一早已轉了做system engineer,22,kevinlaw1984: 我一早已轉了做system engineer
真.IT人在英國,2024,October,4,Friday,13:38:21,rexwongwh,加油,2,rexwongwh: 加油
真.IT人在英國,2024,October,4,Friday,13:37:41,rexwongwh,人工起碼高一倍,7,rexwongwh: 人工起碼高一倍
真.IT人在英國,2024,October,4,Friday,13:37:18,rexwongwh,整返張 cert,8,rexwongwh: 整返張 cert
真.IT人在英國,2024,October,4,Friday,13:36:59,rexwongwh,所以如果你仲諗住食Support條水， 你應該努力一啲做Network security,44,rexwongwh: 所以如果你仲諗住食Support條水， 你應該努力一啲做Network security
真.IT人在英國,2024,October,4,Friday,13:11:01,GeraldG0,最多人搵可能係 reset password? 😅,25,GeraldG0: 最多人搵可能係 reset password? 😅
真.IT人在英國,2024,October,4,Friday,12:28:14,rexwongwh,基本上冇咩嘢做,7,rexwongwh: 基本上冇咩嘢做
真.IT人在英國,2024,October,4,Friday,12:28:03,rexwongwh,跟住仲要駁埋office 365,16,rexwongwh: 跟住仲要駁埋office 365
真.IT人在英國,2024,October,4,Friday,12:27:38,rexwongwh,"其實今時今日都冇乜support需要啦，以前又要搞Server又要砌機！ 而家最主要就係搞掂我VPN。 server都可以cloud, 一般Lenovo嗰啲枱頭或者Notebook都已經唔使點樣做嘢",99,"rexwongwh: 其實今時今日都冇乜support需要啦，以前又要搞Server又要砌機！ 而家最主要就係搞掂我VPN。 server都可以cloud, 一般Lenovo嗰啲枱頭或者Notebook都已經唔使點樣做嘢"
真.IT人在英國,2024,October,4,Friday,12:26:15,rexwongwh,"Indeed,同香港冇分別",13,"rexwongwh: Indeed,同香港冇分別"
真.IT人在英國,2024,October,4,Friday,7:58:25,GeraldG0,做 support 人工會低啲？,16,GeraldG0: 做 support 人工會低啲？
真.IT人在英國,2024,October,4,Friday,2:37:32,kevinlaw1984,senior....下滑到25K,16,kevinlaw1984: senior....下滑到25K
真.IT人在英國,2024,October,4,Friday,1:19:03,kevinlaw1984,但最好就吾好,6,kevinlaw1984: 但最好就吾好
真.IT人在英國,2024,October,4,Friday,1:18:55,kevinlaw1984,其實都有不少人走數，移民走了,14,kevinlaw1984: 其實都有不少人走數，移民走了
真.IT人在英國,2024,October,4,Friday,1:15:57,GeraldG0,唔知香港申請你破產會唔會搞到喺英國入唔到藉🙄,22,GeraldG0: 唔知香港申請你破產會唔會搞到喺英國入唔到藉🙄
真.IT人在英國,2024,October,4,Friday,1:14:52,GeraldG0,應該唔太差啩,6,GeraldG0: 應該唔太差啩
真.IT人在英國,2024,October,4,Friday,1:11:28,kevinlaw1984,問題英國搵工係點,8,kevinlaw1984: 問題英國搵工係點
真.IT人在英國,2024,October,4,Friday,1:09:33,kevinlaw1984,佢再迫我，我吾撚還 移民英國吾返來,17,kevinlaw1984: 佢再迫我，我吾撚還 移民英國吾返來
真.IT人在英國,2024,October,4,Friday,1:08:49,kevinlaw1984,但最可恨仆街武漢害到要月拱還錢,15,kevinlaw1984: 但最可恨仆街武漢害到要月拱還錢
真.IT人在英國,2024,October,4,Friday,1:05:03,kevinlaw1984,"係，我身邊都有部份朋友移民了 後先講出來 
但佢份工都係香港remote 做",38,"kevinlaw1984: 係，我身邊都有部份朋友移民了 後先講出來 
但佢份工都係香港remote 做"
真.IT人在英國,2024,October,4,Friday,0:59:19,GeraldG0,走啦，呢個谷應該都好多人走咗去英國,17,GeraldG0: 走啦，呢個谷應該都好多人走咗去英國
真.IT人在英國,2024,October,4,Friday,0:45:23,kevinlaw1984,已經係去到迫人走地步，物價高人工追吾到 已經假期改北上，因為比吾起香港消費,37,kevinlaw1984: 已經係去到迫人走地步，物價高人工追吾到 已經假期改北上，因為比吾起香港消費
真.IT人在英國,2024,October,4,Friday,0:42:57,kevinlaw1984,"做番私人工作，好忙好chur
人工少了不少。。好辛苦
香港市道超差，工作要求高
人工就返跌。。。",48,"kevinlaw1984: 做番私人工作，好忙好chur
人工少了不少。。好辛苦
香港市道超差，工作要求高
人工就返跌。。。"
真.IT人在英國,2024,October,3,Thursday,19:57:43,pp99811,應該都有一半啦至少,9,pp99811: 應該都有一半啦至少
真.IT人在英國,2024,October,3,Thursday,19:54:52,Unknown,有幾多巴打喺倫敦?,9,Unknown: 有幾多巴打喺倫敦?
真.IT人在英國,2024,October,3,Thursday,7:23:00,GeraldG0,點解呀？,4,GeraldG0: 點解呀？
真.IT人在英國,2024,October,3,Thursday,2:40:46,kevinlaw1984,但做得吾係太開心,8,kevinlaw1984: 但做得吾係太開心
真.IT人在英國,2024,October,2,Wednesday,22:41:03,zfanman,有無人用AI gen REST endpoints?,26,zfanman: 有無人用AI gen REST endpoints?
真.IT人在英國,2024,October,2,Wednesday,11:25:08,GeraldG0,你覺得太少？😅,7,GeraldG0: 你覺得太少？😅
真.IT人在英國,2024,October,2,Wednesday,11:08:55,JKyyy,linked with my github profile and publications,46,JKyyy: linked with my github profile and publications
真.IT人在英國,2024,October,2,Wednesday,10:18:28,kumamoto_fatyeah,siu4,4,kumamoto_fatyeah: siu4
真.IT人在英國,2024,October,2,Wednesday,4:21:34,cowmarket2begin,150k gbp tc😱,12,cowmarket2begin: 150k gbp tc😱
真.IT人在英國,2024,October,1,Tuesday,20:48:57,zfanman,有無人用緊Golang寫micro services?,27,zfanman: 有無人用緊Golang寫micro services?
BNO英國討論區,2024,October,30,Wednesday,9:27:55,zfanman,贏得？！,4,zfanman: 贏得？！
BNO英國討論區,2024,October,30,Wednesday,9:27:44,zfanman,特朗普喺賓州比起上次多咗近44萬票，而上次只輸8萬票，預測會大勝。有Elon Musk喺度坐陣，民主黨想「動L」會有啲難度~ 😁,64,zfanman: 特朗普喺賓州比起上次多咗近44萬票，而上次只輸8萬票，預測會大勝。有Elon Musk喺度坐陣，民主黨想「動L」會有啲難度~ 😁
BNO英國討論區,2024,October,26,Saturday,4:25:05,,"The most dangerous food.

Join: @RevealedEye",44,"nan: The most dangerous food.

Join | @RevealedEye"
BNO英國討論區,2024,October,23,Wednesday,18:25:52,zfanman,"西環趕膠所出品 必屬""街""品 成班社混垃圾仆街仔 (道友蛋, BNO參軍吹蕭域, 本記渣數人JOYKWAN, 本記打手本小姐, 中大電郵, 蒸魚安, 李永財, ETC) 唔止做狗針 重有人搵食搵到入建制 佢果期選啱區攝入去訓喺度都嬴 事實我就係去天后區常客 我問十個 十個都唔識佢 照羸 講真 唔好撚以為選到做388泛民區佬=聖人 根本一樣可以係仆街冚家剷",178,"zfanman: 西環趕膠所出品 必屬""街""品 成班社混垃圾仆街仔 (道友蛋, BNO參軍吹蕭域, 本記渣數人JOYKWAN, 本記打手本小姐, 中大電郵, 蒸魚安, 李永財, ETC) 唔止做狗針 重有人搵食搵到入建制 佢果期選啱區攝入去訓喺度都嬴 事實我就係去天后區常客 我問十個 十個都唔識佢 照羸 講真 唔好撚以為選到做388泛民區佬=聖人 根本一樣可以係仆街冚家剷"
BNO英國討論區,2024,October,23,Wednesday,10:49:16,,"Apple Iphone IOS update alert......what are they up to now!?

**Follow Us -> **[**Conspiracy Theory👤**](https://t.me/+JZpnx6pIckA2ZTUy)",135,"nan: Apple Iphone IOS update alert......what are they up to now!?

**Follow Us -> **[**Conspiracy Theory👤**](https |//t.me/+JZpnx6pIckA2ZTUy)"
BNO英國討論區,2024,October,22,Tuesday,13:26:34,Produnkcan,"英國利息將跌至2.75%, Goldeman Sachs預測 
https://hkmigrate.com/thread/3301729599331 
英國台 - 香港移民論壇",88,"Produnkcan: 英國利息將跌至2.75%, Goldeman Sachs預測 
https |//hkmigrate.com/thread/3301729599331 
英國台 - 香港移民論壇"
BNO英國討論區,2024,October,22,Tuesday,2:44:37,World_1212,the french mocked Jesus during their pedo olympics... well Jesus was quick to respond... the french will be cursed FOREVER....,126,World_1212: the french mocked Jesus during their pedo olympics... well Jesus was quick to respond... the french will be cursed FOREVER....
BNO英國討論區,2024,October,21,Monday,10:40:23,zfanman,"我認我笑位比較低。不過呢個Go back to China 真係好笑

https://youtu.be/n0BW7P9yiPU?si=PdYcAkFlXOt7me2v",84,"zfanman: 我認我笑位比較低。不過呢個Go back to China 真係好笑

https |//youtu.be/n0BW7P9yiPU?si=PdYcAkFlXOt7me2v"
BNO英國討論區,2024,October,20,Sunday,23:10:20,zfanman,deep state出大絕啦 一係暗殺 一係出千,24,zfanman: deep state出大絕啦 一係暗殺 一係出千
BNO英國討論區,2024,October,20,Sunday,23:09:30,zfanman,"特朗普大炒賀大媽近20個百分點！🔥🔥🔥

上次民主黨做票有廢炎lockdown、shadow campaign、ballots harvesting... 「贏」得已經有啲勉強；今次乜都冇，可能得番Dominion，民主黨夠唔夠膽下下「動L」呢？ 🤔",125,"zfanman: 特朗普大炒賀大媽近20個百分點！🔥🔥🔥

上次民主黨做票有廢炎lockdown、shadow campaign、ballots harvesting... 「贏」得已經有啲勉強；今次乜都冇，可能得番Dominion，民主黨夠唔夠膽下下「動L」呢？ 🤔"
BNO英國討論區,2024,October,19,Saturday,18:04:09,ssfanman,#吊打吹蕭域案例 #御林軍港女 #殺鬼隊 #台灣軍訓 #武器流出 #迫佢犯軍規 #龍門任搬 #報警撚 #扮大佬 #吹水唔抹咀 #賭切柒,67,ssfanman: #吊打吹蕭域案例 #御林軍港女 #殺鬼隊 #台灣軍訓 #武器流出 #迫佢犯軍規 #龍門任搬 #報警撚 #扮大佬 #吹水唔抹咀 #賭切柒
BNO英國討論區,2024,October,18,Friday,18:09:30,winonfire,整臭晒啲地方,6,winonfire: 整臭晒啲地方
BNO英國討論區,2024,October,18,Friday,18:07:50,winonfire,呢度點解有小粉紅？,9,winonfire: 呢度點解有小粉紅？
BNO英國討論區,2024,October,18,Friday,18:01:29,winonfire,樓主踢呢班仆街走啦,9,winonfire: 樓主踢呢班仆街走啦
BNO英國討論區,2024,October,17,Thursday,15:15:31,,"台大政治系教授明居正说的一针见血： 全球都在反共， 我们自己不反共了， 这是滑天下之大稽。 如果不反共了， 当时逃到台湾来干什么？ ……

**欢迎您加入** 🥗[『视讯快报』](https://t.me/shixun160)",113,"nan: 台大政治系教授明居正说的一针见血： 全球都在反共， 我们自己不反共了， 这是滑天下之大稽。 如果不反共了， 当时逃到台湾来干什么？ ……

**欢迎您加入** 🥗[『视讯快报』](https |//t.me/shixun160)"
BNO英國討論區,2024,October,15,Tuesday,22:00:39,zfanman,#參軍但父母返港無穿無爛 #全民皆兵但佢重守門口 #好辛苦但無生產力 #攪呢攪路出風頭同社運無關 #軍規話唔可以講政治奏榮光但成日講阿爺係國民黨 #龍門任搬,78,zfanman: #參軍但父母返港無穿無爛 #全民皆兵但佢重守門口 #好辛苦但無生產力 #攪呢攪路出風頭同社運無關 #軍規話唔可以講政治奏榮光但成日講阿爺係國民黨 #龍門任搬
BNO英國討論區,2024,October,15,Tuesday,11:02:50,,正唔正,3,nan: 正唔正
BNO英國討論區,2024,October,14,Monday,2:03:02,,"[Tucker Carlson On YouTube](https://www.youtube.com/watch?v=Omgw-g1gVnM)

Harmeet Dhillon: The Shocking Origin Story of Kamala Harris and All the Crimes She’s Committed
Duration: 1:54:48",186,"nan: [Tucker Carlson On YouTube](https |//www.youtube.com/watch?v=Omgw-g1gVnM)

Harmeet Dhillon | The Shocking Origin Story of Kamala Harris and All the Crimes She’s Committed
Duration | 1 |54 |48"
BNO英國討論區,2024,October,10,Thursday,10:48:32,World_1212,"⚡️她明确指出了即将发生的事情。

欧洲中央银行行长克里斯蒂娜-拉加德说，""与绿色转型相一致""，气候变化要求对整个经济进行彻底重组--包括需要减少我们所做的一切中的碳足迹，从钞票到我们监管银行的方式""。

评:
气候危机不过是阴谋集团推出的诈骗骗局而已，目的是让百姓的钱和自由变得越来越少，为了裹挟那些中小企业升级环保设施而破产被可萨犹太低价收购甚至直接掠夺！
坚决反对不要配合。
该干嘛干嘛:该生炉子就生炉子，想开油车就开油车，他们天天在享受私人飞机和游艇，甚至天天操纵气象武器毁灭环境，却为百姓打造15分钟智能城市牢笼。
只要全球人都不上当，他们的虚伪环保意识就只能停留在口号上。多转发!

https://t.me/luojixiaoxiaomei
逻辑小媒频道
https://t.me/+xMHjYc5kedgyODNi
逻辑小媒聊天群",373,"World_1212: ⚡️她明确指出了即将发生的事情。

欧洲中央银行行长克里斯蒂娜-拉加德说，""与绿色转型相一致""，气候变化要求对整个经济进行彻底重组--包括需要减少我们所做的一切中的碳足迹，从钞票到我们监管银行的方式""。

评 |
气候危机不过是阴谋集团推出的诈骗骗局而已，目的是让百姓的钱和自由变得越来越少，为了裹挟那些中小企业升级环保设施而破产被可萨犹太低价收购甚至直接掠夺！
坚决反对不要配合。
该干嘛干嘛 |该生炉子就生炉子，想开油车就开油车，他们天天在享受私人飞机和游艇，甚至天天操纵气象武器毁灭环境，却为百姓打造15分钟智能城市牢笼。
只要全球人都不上当，他们的虚伪环保意识就只能停留在口号上。多转发!

https |//t.me/luojixiaoxiaomei
逻辑小媒频道
https |//t.me/+xMHjYc5kedgyODNi
逻辑小媒聊天群"
BNO英國討論區,2024,October,8,Tuesday,11:36:57,,"住薄扶林的朋友仔睇下似唔似
https://youtu.be/75KlRM69eG4?si=_E1YGzikyhPW17Ag",62,"nan: 住薄扶林的朋友仔睇下似唔似
https |//youtu.be/75KlRM69eG4?si=_E1YGzikyhPW17Ag"
